customer_id,snapshot_date,dpd_bucket,outstanding_amount,income,region,product_type,contacts_last_7d,rpc_last_30d,promises_last_30d,payments_amount_last_30d,target_paid_30d
102435,2025-10-05,31-60,46892.05,43943.96,Siberia,installment,0,0,0,4496.63,0
102501,2025-10-05,31-60,24240.45,46078.1,South,credit_card,2,1,1,2767.86,1
102575,2025-10-05,31-60,50241.52,56520.12,Moscow,cash_loan,2,2,1,8154.09,0
102625,2025-10-05,1-30,33689.12,89205.36,Center,cash_loan,2,3,3,9183.97,1
102737,2025-10-05,61-90,88673.37,82690.52,Moscow,cash_loan,1,0,0,0.0,0
102739,2025-10-05,1-30,22595.83,,SPB,micro_loan,2,0,0,539.3,1
102856,2025-10-05,31-60,46847.49,103527.86,Moscow,credit_card,2,1,1,5343.46,0
102921,2025-10-05,1-30,47834.67,75921.37,Siberia,credit_card,0,1,0,3392.95,0
103074,2025-10-05,1-30,40742.32,34035.01,Center,credit_card,2,2,0,1955.43,1
103125,2025-10-05,1-30,17212.23,130471.55,Ural,credit_card,3,2,1,4058.18,1
103160,2025-10-05,61-90,26468.74,43291.4,Moscow,installment,6,2,1,4590.03,0
103563,2025-10-05,1-30,43562.31,59581.69,Ural,cash_loan,3,2,2,9028.68,1
103568,2025-10-05,1-30,74658.62,62354.07,South,cash_loan,4,2,1,10125.61,1
103575,2025-10-05,31-60,53840.01,,Center,cash_loan,0,1,0,0.0,0
103603,2025-10-05,1-30,110714.06,67122.7,Siberia,cash_loan,1,0,0,3271.33,0
103744,2025-10-05,31-60,67489.85,61031.48,South,cash_loan,3,1,0,3611.77,1
103886,2025-10-05,31-60,52424.29,183632.64,Siberia,cash_loan,2,0,0,0.0,0
103979,2025-10-05,1-30,31494.8,,Center,cash_loan,3,2,2,7888.63,0
103986,2025-10-05,90+,79115.04,57652.97,South,installment,4,3,1,13212.98,0
104107,2025-10-05,1-30,13830.74,107839.96,Moscow,installment,1,1,0,330.58,0
104168,2025-10-05,90+,97072.63,40183.36,Ural,installment,5,1,1,17515.46,0
104425,2025-10-05,90+,63038.49,45228.03,Ural,installment,1,0,0,3197.28,0
104598,2025-10-05,31-60,15169.88,73537.82,South,micro_loan,2,1,0,1477.92,0
104678,2025-10-05,90+,96965.54,75212.69,South,cash_loan,1,0,0,3905.04,0
105037,2025-10-05,1-30,33270.0,,South,micro_loan,2,2,1,5374.16,0
105092,2025-10-05,61-90,66260.37,33412.7,Moscow,cash_loan,3,1,1,3202.05,0
105275,2025-10-05,1-30,40723.34,52053.12,Siberia,credit_card,1,1,0,3848.34,0
105303,2025-10-05,31-60,27164.68,47076.94,Center,installment,4,1,0,2821.59,1
105444,2025-10-05,61-90,23759.11,78037.86,South,micro_loan,4,0,0,0.0,1
105486,2025-10-05,31-60,54252.59,,Center,credit_card,5,3,2,8996.05,1
106068,2025-10-05,31-60,71920.34,50947.19,Ural,cash_loan,0,0,0,11020.47,0
106102,2025-10-05,31-60,52748.22,63274.01,Ural,micro_loan,3,4,4,16477.15,1
106566,2025-10-05,61-90,35550.04,63900.75,SPB,credit_card,3,0,0,0.0,1
100218,2025-10-06,1-30,26722.54,87336.58,Moscow,micro_loan,4,2,0,4562.06,1
100277,2025-10-06,31-60,19981.86,60891.82,Ural,micro_loan,1,0,0,0.0,0
100443,2025-10-06,31-60,39821.82,,Center,installment,4,2,2,11369.27,1
100622,2025-10-06,61-90,49113.73,36160.42,Siberia,credit_card,0,0,0,2359.18,0
100735,2025-10-06,1-30,18815.5,95399.78,Siberia,installment,2,2,1,361.43,0
100759,2025-10-06,90+,34615.45,78471.41,South,installment,3,3,2,7941.29,0
100799,2025-10-06,31-60,65429.61,59997.7,Center,cash_loan,3,1,0,3105.14,0
100961,2025-10-06,61-90,36827.6,94288.97,Moscow,micro_loan,4,1,1,3261.12,0
101026,2025-10-06,31-60,23578.5,171726.76,South,credit_card,3,2,1,4912.51,0
101157,2025-10-06,31-60,67140.34,67181.18,Moscow,credit_card,1,2,3,11827.25,0
101203,2025-10-06,31-60,47377.86,146354.81,Moscow,cash_loan,4,3,3,18240.9,1
101206,2025-10-06,1-30,13260.57,43880.79,Siberia,credit_card,2,2,1,1536.45,0
101249,2025-10-06,1-30,107356.67,36329.58,SPB,installment,2,1,1,15885.84,0
101482,2025-10-06,1-30,43313.99,48826.54,Center,installment,3,2,0,2532.0,1
101659,2025-10-06,31-60,39901.41,,Ural,micro_loan,1,1,1,4182.81,0
101663,2025-10-06,1-30,9578.54,85393.65,Moscow,credit_card,1,1,0,312.12,0
101730,2025-10-06,61-90,24792.39,76777.28,Moscow,installment,3,3,3,5712.59,1
102115,2025-10-06,31-60,63945.22,123075.31,Moscow,installment,2,3,3,18888.84,0
102246,2025-10-06,1-30,61672.4,73645.93,Siberia,cash_loan,0,0,0,6878.13,0
102306,2025-10-06,61-90,35559.12,52163.21,Siberia,credit_card,2,1,0,4398.48,1
102404,2025-10-06,1-30,43726.0,79988.89,SPB,installment,1,2,2,9964.71,1
102473,2025-10-06,31-60,13912.86,102508.42,Ural,micro_loan,4,2,1,1770.78,0
102546,2025-10-06,61-90,52819.69,41174.26,Ural,cash_loan,3,1,0,1561.18,0
102824,2025-10-06,90+,38082.43,,Siberia,installment,2,1,1,4596.65,0
102916,2025-10-06,31-60,33895.38,49122.8,SPB,credit_card,3,1,0,0.0,1
102943,2025-10-06,1-30,15117.62,72814.66,Ural,micro_loan,1,1,0,2029.47,0
103065,2025-10-06,31-60,42347.66,50438.03,SPB,credit_card,2,0,0,3110.47,0
103180,2025-10-06,31-60,42312.53,52978.31,Moscow,credit_card,1,0,0,0.0,0
103195,2025-10-06,61-90,37833.18,47625.48,Center,credit_card,2,1,0,328.18,0
103313,2025-10-06,1-30,31504.64,46395.61,South,credit_card,1,1,1,6171.43,1
103599,2025-10-06,31-60,62480.31,96031.18,Ural,cash_loan,2,1,0,6344.12,1
103725,2025-10-06,61-90,33189.77,81968.48,Center,installment,4,1,0,1455.55,0
103753,2025-10-06,1-30,14170.55,34052.19,Center,installment,1,1,1,985.64,1
104029,2025-10-06,31-60,40507.32,57422.63,Moscow,micro_loan,2,2,1,7707.1,0
104091,2025-10-06,90+,49982.1,77754.83,Center,cash_loan,3,3,2,13822.34,1
104250,2025-10-06,31-60,40646.96,113056.07,SPB,installment,4,2,1,6035.75,0
104389,2025-10-06,31-60,45773.82,,South,cash_loan,1,0,0,5164.67,0
104512,2025-10-06,90+,49861.44,64647.48,Center,cash_loan,7,2,0,0.0,0
105263,2025-10-06,1-30,24929.26,48407.26,Moscow,micro_loan,1,2,2,1671.26,1
105298,2025-10-06,90+,78271.39,104343.31,Moscow,installment,6,1,1,12940.0,0
105951,2025-10-06,31-60,35259.11,85242.17,Siberia,credit_card,2,0,0,0.0,0
105985,2025-10-06,31-60,63804.3,116217.32,SPB,cash_loan,6,4,4,22729.94,1
106054,2025-10-06,90+,69341.09,66725.3,Center,credit_card,8,3,3,21765.8,0
106094,2025-10-06,31-60,17946.89,126498.52,Moscow,credit_card,5,2,1,2991.52,1
106318,2025-10-06,31-60,11102.61,90601.37,Siberia,cash_loan,2,0,0,1102.33,0
106425,2025-10-06,1-30,61531.35,,South,cash_loan,2,2,2,14900.32,1
106451,2025-10-06,31-60,17727.41,,Center,credit_card,2,1,0,1587.03,1
106461,2025-10-06,31-60,43948.81,70006.05,Moscow,cash_loan,0,0,0,923.5,0
