customer_id,snapshot_date,score,target_paid_30d,recovered_amount_30d,dpd_bucket,region,current_contact_flg
201763,2026-02-01,0.141538,0,0.0,31-60,SPB,0
201791,2026-02-01,0.293497,0,0.0,1-30,Ural,0
201793,2026-02-01,0.15935,0,0.0,31-60,Moscow,0
201797,2026-02-01,0.175582,0,0.0,1-30,South,0
201830,2026-02-01,0.218471,0,0.0,31-60,Moscow,0
201847,2026-02-01,0.848055,1,13617.0,1-30,Moscow,0
201867,2026-02-01,0.327726,0,0.0,1-30,Ural,0
201873,2026-02-01,0.076587,0,0.0,90+,Moscow,1
201874,2026-02-01,0.310447,0,0.0,1-30,SPB,0
201912,2026-02-01,0.295948,0,0.0,1-30,SPB,0
201918,2026-02-01,0.858665,0,0.0,1-30,Moscow,0
201940,2026-02-01,0.701113,0,0.0,61-90,Moscow,0
201946,2026-02-01,0.468036,0,0.0,1-30,Moscow,0
202008,2026-02-01,0.318856,1,7373.25,31-60,Center,0
202034,2026-02-01,0.060062,0,0.0,90+,Siberia,1
202041,2026-02-01,0.210038,0,0.0,90+,Center,1
202125,2026-02-01,0.159295,0,0.0,61-90,Center,1
202130,2026-02-01,0.463183,0,0.0,31-60,Siberia,0
202152,2026-02-01,0.453172,0,0.0,1-30,South,0
202169,2026-02-01,0.552471,1,7083.14,31-60,Center,0
202183,2026-02-01,0.21489,0,0.0,31-60,Ural,0
202215,2026-02-01,0.417648,0,0.0,31-60,South,0
202220,2026-02-01,0.17308,1,6456.2,1-30,South,0
202231,2026-02-01,0.495186,0,0.0,1-30,Siberia,0
202233,2026-02-01,0.139071,1,12743.02,61-90,Moscow,1
202289,2026-02-01,0.056628,0,0.0,1-30,Center,1
202302,2026-02-01,0.042838,0,0.0,31-60,Center,0
202330,2026-02-01,0.013608,0,0.0,90+,South,1
202352,2026-02-01,0.694543,0,0.0,31-60,Ural,0
202361,2026-02-01,0.213182,1,10113.83,1-30,South,0
202388,2026-02-01,0.149519,0,0.0,31-60,Ural,0
200017,2026-02-02,0.037205,0,0.0,31-60,South,0
200043,2026-02-02,0.089496,0,0.0,31-60,Center,0
200102,2026-02-02,0.217941,1,16028.24,90+,Center,1
200117,2026-02-02,0.082587,0,0.0,90+,Ural,1
200192,2026-02-02,0.170297,0,0.0,61-90,Siberia,0
200197,2026-02-02,0.212433,0,0.0,1-30,Siberia,0
200246,2026-02-02,0.023264,0,0.0,61-90,Ural,1
200304,2026-02-02,0.252156,0,0.0,1-30,Moscow,1
200366,2026-02-02,0.073776,0,0.0,31-60,SPB,0
200376,2026-02-02,0.51264,0,0.0,1-30,Ural,0
200379,2026-02-02,0.440796,1,10707.76,1-30,South,0
200384,2026-02-02,0.018952,0,0.0,90+,Siberia,1
200389,2026-02-02,0.439417,0,0.0,61-90,Center,0
200490,2026-02-02,0.104932,1,40393.7,1-30,SPB,1
200494,2026-02-02,0.59167,1,2105.27,31-60,Center,0
200526,2026-02-02,0.3913,1,7833.73,61-90,Siberia,1
200541,2026-02-02,0.117079,0,0.0,61-90,Moscow,0
200596,2026-02-02,0.268501,0,0.0,31-60,South,0
200632,2026-02-02,0.064096,0,0.0,31-60,Ural,0
200650,2026-02-02,0.119062,0,0.0,1-30,Center,0
200653,2026-02-02,0.880175,1,15550.56,61-90,South,0
200676,2026-02-02,0.029822,0,0.0,61-90,South,1
200692,2026-02-02,0.827661,0,0.0,31-60,SPB,0
200760,2026-02-02,0.139114,0,0.0,31-60,Siberia,0
200804,2026-02-02,0.007848,0,0.0,61-90,South,1
200831,2026-02-02,0.43989,0,0.0,1-30,Center,0
200838,2026-02-02,0.322507,0,0.0,1-30,Moscow,0
200849,2026-02-02,0.062922,0,0.0,31-60,SPB,0
200895,2026-02-02,0.078016,0,0.0,90+,South,1
200899,2026-02-02,0.50385,1,19920.91,1-30,SPB,0
200906,2026-02-02,0.511972,1,12222.56,1-30,Moscow,0
200941,2026-02-02,0.040617,0,0.0,61-90,Siberia,1
200972,2026-02-02,0.485613,0,0.0,90+,Ural,1
200990,2026-02-02,0.629874,0,0.0,1-30,Center,0
201019,2026-02-02,0.265687,0,0.0,1-30,Center,0
201042,2026-02-02,0.108709,0,0.0,31-60,South,0
201107,2026-02-02,0.140276,0,0.0,1-30,Center,0
201162,2026-02-02,0.199952,0,0.0,31-60,Siberia,0
201252,2026-02-02,0.156218,0,0.0,1-30,Ural,0
201288,2026-02-02,0.184864,0,0.0,31-60,Moscow,0
201307,2026-02-02,0.534974,1,26643.39,1-30,Ural,0
201315,2026-02-02,0.302816,0,0.0,61-90,Moscow,1
201316,2026-02-02,0.38481,0,0.0,31-60,Siberia,0
201335,2026-02-02,0.278466,1,33772.43,31-60,Ural,0
201355,2026-02-02,0.072841,0,0.0,61-90,South,1
201368,2026-02-02,0.272561,1,5767.09,1-30,Moscow,0
201379,2026-02-02,0.100515,0,0.0,90+,Ural,1
201404,2026-02-02,0.086434,0,0.0,61-90,Moscow,0
201512,2026-02-02,0.112002,1,10548.11,31-60,Siberia,0
201535,2026-02-02,0.251838,0,0.0,31-60,Siberia,0
201550,2026-02-02,0.38099,0,0.0,31-60,Siberia,0
201570,2026-02-02,0.253284,0,0.0,31-60,South,0
201596,2026-02-02,0.393515,1,4893.17,31-60,SPB,0
201617,2026-02-02,0.112424,1,3351.64,31-60,Moscow,0
201628,2026-02-02,0.048538,0,0.0,31-60,South,1
201703,2026-02-02,0.4123,1,7432.21,1-30,SPB,0
201717,2026-02-02,0.84725,1,8952.53,1-30,Siberia,0
201771,2026-02-02,0.178587,0,0.0,31-60,Ural,0
201774,2026-02-02,0.665412,1,22556.29,1-30,Center,0
201868,2026-02-02,0.070881,1,18260.06,61-90,Moscow,1
201904,2026-02-02,0.406493,0,0.0,90+,South,0
201910,2026-02-02,0.615952,1,41941.3,61-90,Siberia,0
201915,2026-02-02,0.031008,0,0.0,31-60,Center,1
201945,2026-02-02,0.286673,0,0.0,31-60,SPB,0
201967,2026-02-02,0.414283,0,0.0,31-60,South,0
202013,2026-02-02,0.168221,0,0.0,31-60,South,0
202020,2026-02-02,0.847463,1,18033.93,1-30,Center,0
202072,2026-02-02,0.061952,0,0.0,90+,Center,1
202081,2026-02-02,0.20123,0,0.0,90+,Moscow,1
202098,2026-02-02,0.58106,0,0.0,1-30,Center,0
202106,2026-02-02,0.737361,0,0.0,31-60,Moscow,0
202143,2026-02-02,0.089306,0,0.0,61-90,South,0
202174,2026-02-02,0.005364,0,0.0,61-90,Moscow,1
202225,2026-02-02,0.382131,0,0.0,90+,Center,0
202248,2026-02-02,0.13901,1,8408.0,90+,South,1
202249,2026-02-02,0.05124,0,0.0,31-60,South,0
202333,2026-02-02,0.639602,0,0.0,31-60,South,0
202337,2026-02-02,0.882433,1,8052.21,1-30,Moscow,0
202353,2026-02-02,0.15608,1,13925.13,31-60,Moscow,1
200009,2026-02-03,0.017176,0,0.0,90+,Moscow,1
200026,2026-02-03,0.077541,0,0.0,90+,SPB,1
200054,2026-02-03,0.748168,1,2977.99,1-30,Ural,0
200097,2026-02-03,0.146712,1,4944.19,31-60,Center,0
200200,2026-02-03,0.645045,0,0.0,1-30,Siberia,0
200201,2026-02-03,0.155452,0,0.0,1-30,South,0
200218,2026-02-03,0.167437,0,0.0,1-30,South,0
200235,2026-02-03,0.116671,0,0.0,61-90,South,1
200242,2026-02-03,0.032547,0,0.0,90+,SPB,0
200249,2026-02-03,0.308911,0,0.0,1-30,Moscow,0
200268,2026-02-03,0.397331,1,6425.23,1-30,Moscow,0
200271,2026-02-03,0.174725,0,0.0,31-60,Center,1
200309,2026-02-03,0.629171,0,0.0,31-60,Moscow,0
200339,2026-02-03,0.083453,0,0.0,61-90,Siberia,0
200414,2026-02-03,0.685901,1,10563.83,1-30,South,0
200424,2026-02-03,0.485668,1,17389.05,1-30,Ural,0
200465,2026-02-03,0.26792,0,0.0,31-60,Center,0
200524,2026-02-03,0.462748,0,0.0,1-30,SPB,0
200546,2026-02-03,0.228823,0,0.0,61-90,SPB,0
200554,2026-02-03,0.148066,1,5145.4,1-30,Ural,0
200585,2026-02-03,0.033736,0,0.0,61-90,SPB,1
200587,2026-02-03,0.161782,0,0.0,90+,Ural,1
200623,2026-02-03,0.373023,0,0.0,61-90,Siberia,0
200750,2026-02-03,0.461739,1,13179.94,31-60,Moscow,0
200772,2026-02-03,0.2869,0,0.0,61-90,Center,1
200785,2026-02-03,0.232893,0,0.0,31-60,Siberia,0
200870,2026-02-03,0.123149,0,0.0,61-90,South,0
200907,2026-02-03,0.089019,0,0.0,90+,Siberia,1
200916,2026-02-03,0.259386,1,1677.53,31-60,Moscow,0
200967,2026-02-03,0.508586,0,0.0,61-90,Moscow,1
200969,2026-02-03,0.077623,0,0.0,90+,SPB,1
201080,2026-02-03,0.226844,1,5156.8,1-30,SPB,0
201085,2026-02-03,0.081017,0,0.0,61-90,Ural,0
201121,2026-02-03,0.068204,1,12624.64,31-60,Ural,0
201147,2026-02-03,0.049878,0,0.0,31-60,Ural,0
201170,2026-02-03,0.245734,0,0.0,90+,South,1
201198,2026-02-03,0.297779,1,9746.99,1-30,Ural,0
201200,2026-02-03,0.636231,1,3344.53,1-30,Moscow,0
201219,2026-02-03,0.346304,0,0.0,31-60,Moscow,0
201223,2026-02-03,0.10915,0,0.0,31-60,South,0
201243,2026-02-03,0.43609,0,0.0,61-90,Siberia,0
201257,2026-02-03,0.310102,0,0.0,1-30,South,0
201318,2026-02-03,0.05377,0,0.0,90+,South,1
201365,2026-02-03,0.408698,0,0.0,61-90,Moscow,0
201437,2026-02-03,0.503295,0,0.0,1-30,South,0
201447,2026-02-03,0.351181,0,0.0,31-60,Siberia,1
201451,2026-02-03,0.524697,1,595.9,1-30,Moscow,0
201452,2026-02-03,0.550323,0,0.0,1-30,Center,0
201472,2026-02-03,0.893241,0,0.0,61-90,Siberia,0
201508,2026-02-03,0.136079,0,0.0,1-30,Ural,0
201527,2026-02-03,0.399026,1,5756.13,1-30,SPB,0
201538,2026-02-03,0.112894,0,0.0,1-30,Siberia,0
201546,2026-02-03,0.256979,0,0.0,31-60,SPB,0
201561,2026-02-03,0.07254,0,0.0,61-90,Center,0
201602,2026-02-03,0.571017,0,0.0,1-30,Siberia,0
201611,2026-02-03,0.161988,0,0.0,31-60,Siberia,1
201642,2026-02-03,0.186545,1,5200.91,31-60,SPB,0
201651,2026-02-03,0.182766,0,0.0,61-90,Moscow,1
201746,2026-02-03,0.10315,0,0.0,31-60,Moscow,1
201803,2026-02-03,0.14514,1,2963.47,1-30,Siberia,0
201821,2026-02-03,0.629709,0,0.0,1-30,South,0
201855,2026-02-03,0.046945,0,0.0,61-90,Center,0
201879,2026-02-03,0.863054,1,27476.73,31-60,Center,0
201990,2026-02-03,0.204617,0,0.0,31-60,Center,0
201992,2026-02-03,0.472399,1,53691.91,31-60,Ural,1
202004,2026-02-03,0.01415,0,0.0,90+,Moscow,1
202060,2026-02-03,0.053821,0,0.0,90+,SPB,0
202062,2026-02-03,0.088886,0,0.0,31-60,Moscow,0
202070,2026-02-03,0.125964,0,0.0,31-60,Center,0
202082,2026-02-03,0.0507,0,0.0,90+,South,0
202084,2026-02-03,0.285948,0,0.0,1-30,South,0
202113,2026-02-03,0.15061,0,0.0,31-60,Siberia,0
202116,2026-02-03,0.636778,1,16729.1,1-30,Moscow,0
202117,2026-02-03,0.261197,0,0.0,31-60,Center,1
202221,2026-02-03,0.028646,0,0.0,31-60,South,1
202255,2026-02-03,0.296284,1,9611.29,61-90,South,0
202258,2026-02-03,0.00579,0,0.0,90+,Center,1
202265,2026-02-03,0.512032,0,0.0,31-60,South,0
202284,2026-02-03,0.640164,0,0.0,61-90,Ural,1
202311,2026-02-03,0.540748,1,10705.05,31-60,Siberia,0
202346,2026-02-03,0.355003,0,0.0,61-90,Ural,1
202362,2026-02-03,0.07204,0,0.0,90+,Moscow,1
202370,2026-02-03,0.084809,0,0.0,31-60,SPB,0
202384,2026-02-03,0.547631,0,0.0,1-30,South,0
200002,2026-02-04,0.669577,1,5193.12,1-30,Moscow,0
200004,2026-02-04,0.744488,1,18359.87,1-30,Center,0
200033,2026-02-04,0.210563,0,0.0,61-90,Ural,1
200051,2026-02-04,0.101369,0,0.0,90+,Moscow,1
200156,2026-02-04,0.107736,0,0.0,90+,South,1
200190,2026-02-04,0.817796,1,15672.06,31-60,Center,0
200191,2026-02-04,0.140974,0,0.0,61-90,Ural,1
200216,2026-02-04,0.099779,0,0.0,31-60,Moscow,0
200230,2026-02-04,0.682162,1,15594.21,90+,Center,0
200262,2026-02-04,0.030993,0,0.0,1-30,South,1
200286,2026-02-04,0.027694,0,0.0,90+,SPB,1
200298,2026-02-04,0.060934,1,4109.2,90+,SPB,1
200363,2026-02-04,0.198776,1,12065.12,61-90,Siberia,0
200402,2026-02-04,0.445877,0,0.0,1-30,Moscow,0
200416,2026-02-04,0.728971,1,66102.38,90+,Siberia,1
200452,2026-02-04,0.021713,0,0.0,31-60,Center,0
200476,2026-02-04,0.348999,0,0.0,1-30,Moscow,0
200495,2026-02-04,0.295225,0,0.0,1-30,Ural,0
200544,2026-02-04,0.254164,0,0.0,31-60,Moscow,0
200581,2026-02-04,0.187315,1,23613.12,61-90,Moscow,1
200600,2026-02-04,0.354748,0,0.0,61-90,South,1
200636,2026-02-04,0.348284,1,16418.32,61-90,Ural,0
200641,2026-02-04,0.350238,1,8528.77,1-30,SPB,0
200749,2026-02-04,0.07301,0,0.0,61-90,Moscow,0
200762,2026-02-04,0.083552,1,8409.41,1-30,Ural,0
200807,2026-02-04,0.870507,1,4720.34,61-90,Siberia,0
200814,2026-02-04,0.130649,0,0.0,90+,Center,1
200829,2026-02-04,0.099891,0,0.0,31-60,Center,0
200876,2026-02-04,0.196352,0,0.0,1-30,SPB,0
200929,2026-02-04,0.211389,1,3069.71,31-60,Center,0
200953,2026-02-04,0.538031,1,5631.18,61-90,Siberia,0
200954,2026-02-04,0.150766,1,17070.22,31-60,Siberia,0
200988,2026-02-04,0.107413,0,0.0,90+,South,1
201034,2026-02-04,0.158171,0,0.0,31-60,Moscow,1
201036,2026-02-04,0.207397,0,0.0,90+,Ural,1
201061,2026-02-04,0.282068,0,0.0,31-60,South,1
201127,2026-02-04,0.041157,0,0.0,1-30,Moscow,1
201150,2026-02-04,0.139808,0,0.0,90+,SPB,0
201168,2026-02-04,0.403354,1,7927.95,61-90,South,0
201178,2026-02-04,0.801753,0,0.0,1-30,Moscow,0
201215,2026-02-04,0.129349,0,0.0,61-90,Siberia,0
201259,2026-02-04,0.009087,0,0.0,90+,Ural,1
201293,2026-02-04,0.605051,1,12036.27,1-30,Siberia,0
201298,2026-02-04,0.326514,1,11151.28,1-30,SPB,0
201343,2026-02-04,0.174252,0,0.0,61-90,Center,0
201405,2026-02-04,0.204578,0,0.0,61-90,Center,1
201410,2026-02-04,0.316827,1,7097.86,1-30,Ural,0
201453,2026-02-04,0.683368,1,30734.55,90+,Center,1
201525,2026-02-04,0.352915,0,0.0,1-30,Siberia,0
201601,2026-02-04,0.41069,1,9689.19,61-90,South,0
201619,2026-02-04,0.372544,0,0.0,31-60,Siberia,0
201630,2026-02-04,0.032272,0,0.0,90+,Center,1
201635,2026-02-04,0.518657,0,0.0,31-60,Center,0
201699,2026-02-04,0.09266,1,12759.99,1-30,South,0
201724,2026-02-04,0.540119,0,0.0,1-30,Moscow,0
201737,2026-02-04,0.100753,0,0.0,90+,SPB,1
201777,2026-02-04,0.20966,1,13056.24,61-90,Siberia,0
201784,2026-02-04,0.196255,1,17000.84,61-90,Siberia,1
201871,2026-02-04,0.046246,0,0.0,61-90,Center,1
201885,2026-02-04,0.940902,1,4619.34,31-60,SPB,0
201898,2026-02-04,0.287884,0,0.0,31-60,Moscow,0
201999,2026-02-04,0.09689,1,23769.38,90+,Moscow,1
202032,2026-02-04,0.419189,0,0.0,31-60,Siberia,0
202047,2026-02-04,0.348955,0,0.0,31-60,Center,1
202054,2026-02-04,0.206614,1,4515.83,61-90,Center,0
202071,2026-02-04,0.165333,0,0.0,31-60,Ural,0
202077,2026-02-04,0.057652,0,0.0,61-90,Ural,0
202122,2026-02-04,0.104104,0,0.0,61-90,Moscow,0
202162,2026-02-04,0.167125,0,0.0,1-30,Siberia,0
202195,2026-02-04,0.093088,1,839.51,1-30,Ural,0
202198,2026-02-04,0.172838,1,13475.94,1-30,South,0
202250,2026-02-04,0.236483,0,0.0,61-90,SPB,1
202322,2026-02-04,0.051406,0,0.0,31-60,South,0
202325,2026-02-04,0.248267,1,2152.96,61-90,Center,0
202355,2026-02-04,0.091985,1,6000.31,1-30,Siberia,0
202376,2026-02-04,0.26172,0,0.0,1-30,South,0
202379,2026-02-04,0.360478,1,18326.38,1-30,SPB,0
200008,2026-02-05,0.278846,1,34962.04,31-60,Moscow,0
200022,2026-02-05,0.345743,0,0.0,31-60,Center,0
200083,2026-02-05,0.503926,0,0.0,61-90,Siberia,0
200091,2026-02-05,0.267447,0,0.0,90+,Ural,1
200092,2026-02-05,0.062014,0,0.0,61-90,Moscow,0
200101,2026-02-05,0.7101,1,3019.66,31-60,Moscow,0
200108,2026-02-05,0.776917,1,5472.1,1-30,Ural,0
200149,2026-02-05,0.013484,0,0.0,90+,SPB,1
200152,2026-02-05,0.180622,0,0.0,31-60,Siberia,0
200202,2026-02-05,0.019347,0,0.0,31-60,Siberia,0
200223,2026-02-05,0.186578,0,0.0,1-30,Moscow,0
200226,2026-02-05,0.212534,0,0.0,1-30,Ural,0
200237,2026-02-05,0.202521,0,0.0,31-60,Siberia,0
200260,2026-02-05,0.213041,0,0.0,90+,SPB,1
200281,2026-02-05,0.365972,0,0.0,90+,Moscow,1
200326,2026-02-05,0.50862,0,0.0,61-90,Center,1
200378,2026-02-05,0.046828,0,0.0,61-90,Center,1
200380,2026-02-05,0.401672,0,0.0,31-60,South,0
200448,2026-02-05,0.541768,1,65871.96,31-60,Center,1
200457,2026-02-05,0.716812,1,3272.1,1-30,Ural,0
200466,2026-02-05,0.772368,1,10387.3,31-60,South,0
200561,2026-02-05,0.454399,0,0.0,61-90,Siberia,1
200637,2026-02-05,0.667122,0,0.0,1-30,Ural,0
200709,2026-02-05,0.166105,0,0.0,1-30,Siberia,0
200723,2026-02-05,0.699826,0,0.0,1-30,Center,0
200789,2026-02-05,0.242264,1,8790.51,31-60,Moscow,0
200805,2026-02-05,0.091928,0,0.0,1-30,SPB,1
200809,2026-02-05,0.450004,0,0.0,1-30,South,0
200835,2026-02-05,0.420289,1,7487.25,31-60,Center,0
200951,2026-02-05,0.085654,0,0.0,61-90,South,1
200956,2026-02-05,0.758844,1,15431.88,31-60,Moscow,0
200977,2026-02-05,0.255129,0,0.0,1-30,South,0
200980,2026-02-05,0.08076,0,0.0,90+,Siberia,0
201095,2026-02-05,0.345037,1,6412.17,61-90,South,0
201100,2026-02-05,0.285125,0,0.0,31-60,South,0
201157,2026-02-05,0.065881,0,0.0,90+,Siberia,1
201194,2026-02-05,0.173914,1,20467.11,31-60,Moscow,1
201221,2026-02-05,0.432103,1,51431.28,1-30,Siberia,0
201228,2026-02-05,0.27649,1,2565.33,31-60,Center,0
201233,2026-02-05,0.183382,0,0.0,90+,South,1
201277,2026-02-05,0.640392,1,5464.79,31-60,Siberia,0
201285,2026-02-05,0.309445,0,0.0,31-60,Ural,0
201332,2026-02-05,0.301457,0,0.0,1-30,SPB,0
201362,2026-02-05,0.955047,1,15156.83,31-60,South,0
201375,2026-02-05,0.050305,0,0.0,31-60,Siberia,0
201393,2026-02-05,0.455305,0,0.0,31-60,Ural,0
201398,2026-02-05,0.457513,1,9990.25,61-90,South,1
201399,2026-02-05,0.586674,1,5361.83,1-30,Moscow,0
201419,2026-02-05,0.209178,0,0.0,90+,Moscow,1
201557,2026-02-05,0.264578,0,0.0,61-90,Siberia,1
201560,2026-02-05,0.173737,0,0.0,90+,Moscow,1
201572,2026-02-05,0.86081,1,9062.77,1-30,SPB,0
201618,2026-02-05,0.125291,0,0.0,61-90,South,1
201649,2026-02-05,0.085549,0,0.0,61-90,Siberia,1
201663,2026-02-05,0.237384,0,0.0,1-30,Siberia,0
201669,2026-02-05,0.398772,1,1465.69,1-30,South,0
201727,2026-02-05,0.763642,1,7239.47,1-30,Siberia,0
201740,2026-02-05,0.14977,0,0.0,90+,Siberia,1
201756,2026-02-05,0.098001,0,0.0,61-90,South,0
201799,2026-02-05,0.3571,0,0.0,1-30,South,0
201829,2026-02-05,0.06875,0,0.0,61-90,SPB,1
201886,2026-02-05,0.100259,0,0.0,61-90,Ural,1
201892,2026-02-05,0.69202,1,14348.18,31-60,Ural,0
201933,2026-02-05,0.571457,0,0.0,61-90,Moscow,1
201959,2026-02-05,0.852405,1,17754.29,1-30,South,0
201977,2026-02-05,0.889807,1,9874.77,31-60,Moscow,0
201996,2026-02-05,0.159297,0,0.0,31-60,South,0
202058,2026-02-05,0.507196,1,8483.22,1-30,Center,0
202083,2026-02-05,0.132499,0,0.0,31-60,Ural,1
202121,2026-02-05,0.34356,0,0.0,1-30,Moscow,0
202168,2026-02-05,0.202623,1,13566.65,61-90,Ural,1
202208,2026-02-05,0.274928,1,8919.42,31-60,SPB,0
202237,2026-02-05,0.167673,0,0.0,31-60,Center,0
202240,2026-02-05,0.233414,0,0.0,61-90,Ural,0
202244,2026-02-05,0.647728,0,0.0,1-30,SPB,0
202260,2026-02-05,0.216034,0,0.0,90+,South,1
202293,2026-02-05,0.060422,0,0.0,61-90,Moscow,1
202324,2026-02-05,0.230237,0,0.0,90+,Center,0
202347,2026-02-05,0.431487,0,0.0,61-90,Moscow,0
202360,2026-02-05,0.37897,1,3147.72,31-60,Center,0
202364,2026-02-05,0.142483,1,5802.18,1-30,Center,0
202378,2026-02-05,0.365098,0,0.0,1-30,South,0
200024,2026-02-06,0.116879,1,7198.42,90+,Moscow,1
200038,2026-02-06,0.036936,1,3936.35,90+,Center,1
200069,2026-02-06,0.070655,0,0.0,1-30,SPB,0
200132,2026-02-06,0.883577,1,45618.7,31-60,Siberia,1
200143,2026-02-06,0.267174,1,25379.94,1-30,Siberia,0
200165,2026-02-06,0.087478,0,0.0,1-30,South,1
200167,2026-02-06,0.20121,1,4029.03,61-90,Moscow,1
200186,2026-02-06,0.19102,0,0.0,90+,Moscow,1
200211,2026-02-06,0.138673,0,0.0,61-90,Moscow,0
200228,2026-02-06,0.008063,0,0.0,61-90,Moscow,1
200274,2026-02-06,0.109803,0,0.0,90+,South,0
200319,2026-02-06,0.105926,0,0.0,31-60,Center,0
200426,2026-02-06,0.092489,0,0.0,31-60,Siberia,0
200486,2026-02-06,0.150293,1,661.25,31-60,Siberia,0
200488,2026-02-06,0.241107,1,1677.02,1-30,Moscow,0
200498,2026-02-06,0.506709,1,7144.33,61-90,Ural,0
200499,2026-02-06,0.548078,1,7146.05,1-30,South,0
200511,2026-02-06,0.532901,0,0.0,1-30,Moscow,0
200528,2026-02-06,0.189652,1,3251.7,1-30,South,0
200634,2026-02-06,0.223819,0,0.0,90+,Center,1
200696,2026-02-06,0.610319,1,13634.68,1-30,Siberia,0
200724,2026-02-06,0.506753,1,58989.33,61-90,Moscow,1
200736,2026-02-06,0.264285,0,0.0,31-60,Siberia,1
200738,2026-02-06,0.535789,0,0.0,1-30,SPB,0
200754,2026-02-06,0.02492,0,0.0,31-60,Siberia,0
200782,2026-02-06,0.09891,0,0.0,31-60,Siberia,0
200842,2026-02-06,0.271181,1,17560.53,1-30,SPB,0
200877,2026-02-06,0.412354,1,12383.37,1-30,Ural,0
200911,2026-02-06,0.069998,0,0.0,90+,Siberia,1
200912,2026-02-06,0.08026,1,1941.16,61-90,Ural,0
200997,2026-02-06,0.163065,0,0.0,61-90,South,0
201043,2026-02-06,0.161452,0,0.0,1-30,SPB,0
201074,2026-02-06,0.163067,1,9764.28,90+,Moscow,1
201093,2026-02-06,0.361383,1,7229.01,1-30,Siberia,0
201116,2026-02-06,0.151643,0,0.0,61-90,South,1
201132,2026-02-06,0.197291,1,11121.3,61-90,Siberia,1
201209,2026-02-06,0.068752,0,0.0,61-90,South,1
201245,2026-02-06,0.088856,0,0.0,1-30,SPB,0
201322,2026-02-06,0.014481,0,0.0,90+,Center,1
201334,2026-02-06,0.857603,1,15882.29,31-60,Siberia,0
