payment_id,account_id,payment_dttm,payment_amount
1506,900288,2026-02-23 13:22:00,6831.59
1325,900289,2026-02-27 11:00:00,15897.94
1102,900290,2026-02-19 08:36:00,2557.06
1294,900291,2026-02-12 20:31:00,0.0
3069,900293,2026-03-28 10:37:00,3207.83
3070,900293,2026-03-30 09:13:00,5111.53
3068,900293,2026-04-15 15:00:00,8206.87
1471,900295,2026-02-11 14:43:00,-379.37
1470,900295,2026-02-20 08:32:00,15500.89
1393,900296,2026-02-14 10:00:00,13432.98
1392,900296,2026-02-17 14:00:00,12027.0
3103,900297,2026-03-30 19:10:00,10151.23
778,900298,2026-01-28 16:59:00,7847.13
779,900298,2026-02-01 12:23:00,23287.84
2759,900299,2026-04-08 10:00:00,17752.18
1789,900300,2026-02-22 12:17:00,4353.36
1790,900300,2026-02-27 18:18:00,3681.86
2728,900303,2026-04-04 10:32:00,11227.88
3104,900304,2026-04-16 14:44:00,44350.91
1179,900305,2026-02-14 08:57:00,1786.95
1240,900306,2026-02-09 12:55:00,32156.26
5,900307,2026-01-05 13:00:00,8576.91
6,900307,2026-01-10 15:00:00,9610.8
1103,900309,2026-02-11 18:00:00,5260.54
1104,900309,2026-02-13 11:00:00,9416.14
349,900311,2026-01-19 15:05:00,3328.03
1640,900314,2026-02-15 11:11:00,14021.06
1641,900314,2026-02-20 13:39:00,-349.14
1639,900314,2026-02-26 17:00:00,12888.09
1295,900316,2026-02-12 16:00:00,1292.41
3250,900317,2026-04-19 20:00:00,10878.59
1437,900319,2026-02-14 13:00:00,8397.77
2126,900320,2026-03-18 14:41:00,28165.47
1394,900322,2026-02-09 13:25:00,36614.62
55,900323,2026-01-08 17:00:00,11753.85
2603,900325,2026-03-17 09:42:00,6476.69
2760,900327,2026-03-26 16:00:00,30396.67
2761,900327,2026-04-05 16:00:00,30098.81
2054,900328,2026-03-01 18:18:00,-1155.66
2050,900328,2026-03-03 18:00:00,20106.3
2051,900328,2026-03-05 17:44:00,9195.55
2053,900328,2026-03-07 09:09:00,13022.86
2052,900328,2026-03-19 19:41:00,4114.46
3025,900332,2026-04-06 12:00:00,32105.54
3024,900332,2026-04-07 15:00:00,42328.32
3026,900332,2026-04-13 10:15:00,51936.77
2058,900333,2026-03-03 10:24:00,0.0
2055,900333,2026-03-08 10:00:00,14040.67
2057,900333,2026-03-13 09:55:00,8908.52
2056,900333,2026-03-18 19:00:00,15032.92
2455,900334,2026-03-19 17:55:00,3537.01
526,900339,2026-01-18 08:00:00,9032.96
527,900339,2026-01-20 10:42:00,14939.52
525,900339,2026-01-21 09:40:00,7280.59
528,900339,2026-01-23 14:15:00,7882.7
2094,900341,2026-03-22 14:00:00,8787.57
2278,900343,2026-03-20 17:00:00,7612.53
493,900349,2026-01-15 16:03:00,29763.57
2456,900350,2026-03-10 09:46:00,7815.31
2457,900350,2026-03-22 08:12:00,4801.36
780,900351,2026-02-11 15:00:00,13875.93
2990,900352,2026-03-25 15:15:00,7929.79
2989,900352,2026-03-31 12:12:00,6165.11
2991,900352,2026-04-12 19:36:00,5733.32
1944,900353,2026-03-09 18:00:00,7942.1
1945,900354,2026-03-04 11:00:00,13308.5
1642,900355,2026-02-24 10:48:00,0.0
2022,900356,2026-03-12 08:42:00,38445.93
693,900359,2026-01-20 10:33:00,17052.53
692,900359,2026-02-01 18:00:00,23116.36
1297,900360,2026-02-20 08:02:00,4441.52
1296,900360,2026-02-28 12:00:00,5858.75
1298,900361,2026-02-17 18:00:00,25722.52
2279,900362,2026-03-20 12:43:00,9646.67
2794,900365,2026-03-29 17:27:00,9363.59
2795,900365,2026-04-06 14:31:00,4949.29
2992,900366,2026-04-15 17:00:00,22968.06
115,900368,2026-01-22 19:00:00,14842.09
116,900368,2026-01-25 14:00:00,8887.82
651,900369,2026-01-29 13:06:00,8145.92
650,900369,2026-02-04 11:50:00,1668.65
1697,900370,2026-02-19 16:42:00,13415.61
1698,900370,2026-02-27 18:47:00,0.0
1508,900371,2026-02-18 08:58:00,0.0
1507,900371,2026-02-24 11:45:00,4486.25
1736,900372,2026-03-11 18:42:00,12330.81
2493,900374,2026-03-13 10:05:00,11524.3
2492,900374,2026-03-14 11:19:00,4275.07
2491,900374,2026-03-15 11:28:00,8798.52
2459,900375,2026-03-15 14:12:00,7225.5
2458,900375,2026-03-30 10:53:00,5436.53
1844,900376,2026-02-21 16:09:00,10369.76
1843,900376,2026-03-08 13:42:00,14597.66
1845,900376,2026-03-13 17:23:00,4651.25
425,900379,2026-01-23 09:00:00,34595.49
1985,900381,2026-02-25 12:27:00,16951.84
7,900382,2026-01-03 18:00:00,14431.53
9,900382,2026-01-12 16:17:00,60344.33
8,900382,2026-01-16 19:07:00,47387.42
781,900383,2026-01-31 10:00:00,13960.67
2239,900384,2026-03-11 10:45:00,5120.14
2414,900385,2026-03-16 16:15:00,0.0
2413,900385,2026-03-20 14:00:00,5208.19
2495,900386,2026-03-17 09:13:00,23487.45
2494,900386,2026-03-20 09:00:00,21140.73
2496,900386,2026-03-25 15:47:00,28159.59
384,900387,2026-01-19 17:00:00,22387.11
117,900388,2026-01-05 13:37:00,4869.63
1180,900389,2026-02-16 20:00:00,9604.15
554,900391,2026-01-30 12:28:00,11293.97
1737,900397,2026-03-03 14:00:00,17783.54
223,900398,2026-01-11 15:00:00,18228.37
224,900398,2026-01-24 09:00:00,10611.96
963,900401,2026-02-09 14:00:00,8869.05
613,900402,2026-01-21 09:54:00,5253.2
1326,900404,2026-02-12 11:59:00,6321.14
2604,900405,2026-03-21 09:00:00,2780.79
2763,900406,2026-03-26 19:40:00,5999.24
2762,900406,2026-03-28 15:04:00,3529.78
1699,900409,2026-02-20 08:15:00,8095.41
2957,900411,2026-04-09 16:00:00,4401.32
844,900414,2026-02-06 12:07:00,4382.21
936,900417,2026-02-14 20:33:00,5717.22
1946,900420,2026-03-11 17:42:00,16844.46
1011,900422,2026-01-31 08:02:00,2509.33
1010,900422,2026-02-02 20:44:00,3709.49
1009,900422,2026-02-13 10:16:00,17181.72
3033,900423,2026-03-28 09:43:00,49658.09
3028,900423,2026-03-31 15:00:00,62524.04
3027,900423,2026-04-01 17:00:00,37078.12
3029,900423,2026-04-04 13:00:00,51829.21
3032,900423,2026-04-04 15:39:00,10707.96
3030,900423,2026-04-06 17:00:00,15300.13
3031,900423,2026-04-11 08:50:00,11426.03
2523,900424,2026-03-20 17:00:00,8398.95
1847,900426,2026-03-01 12:56:00,8190.82
1846,900426,2026-03-02 17:43:00,7023.9
2605,900428,2026-03-19 17:11:00,3694.79
2381,900429,2026-03-25 16:00:00,9125.29
11,900430,2026-01-07 20:27:00,-508.06
10,900430,2026-01-13 18:00:00,14006.38
426,900431,2026-02-02 11:49:00,15800.29
2916,900438,2026-03-28 14:57:00,-1043.99
2915,900438,2026-03-30 12:00:00,11340.9
3143,900439,2026-03-30 10:40:00,9524.35
1395,900442,2026-02-12 09:12:00,15142.91
2280,900444,2026-03-19 20:00:00,5000.95
2281,900444,2026-03-21 19:00:00,4171.6
1327,900445,2026-02-23 16:00:00,13396.83
1299,900446,2026-02-21 08:18:00,8156.04
1329,900447,2026-02-15 12:01:00,-549.91
1328,900447,2026-02-19 10:10:00,10227.46
964,900448,2026-02-15 11:00:00,10788.94
350,900449,2026-01-19 16:17:00,-472.91
12,900450,2026-01-01 16:48:00,8755.86
1668,900451,2026-02-21 10:02:00,7419.5
1242,900452,2026-02-15 10:47:00,5576.13
1241,900452,2026-02-24 17:23:00,7231.56
615,900453,2026-01-27 11:30:00,0.0
614,900453,2026-02-04 16:00:00,32879.23
1873,900457,2026-03-15 16:59:00,9871.09
3071,900458,2026-03-28 15:24:00,9154.13
3072,900458,2026-04-02 20:39:00,0.0
1643,900463,2026-02-25 13:00:00,8691.64
1472,900464,2026-02-15 13:00:00,15042.85
1474,900465,2026-02-14 11:53:00,17041.87
1473,900465,2026-02-21 13:00:00,18078.61
1791,900467,2026-03-13 12:00:00,22029.75
352,900469,2026-01-11 17:42:00,11322.91
351,900469,2026-01-20 19:31:00,27831.66
1135,900471,2026-02-16 20:31:00,7256.7
782,900472,2026-02-07 20:00:00,31932.27
783,900472,2026-02-13 15:00:00,18741.59
1792,900474,2026-02-21 20:45:00,-938.91
901,900475,2026-02-01 20:01:00,30290.5
2958,900477,2026-03-24 15:55:00,9198.78
301,900478,2026-01-17 19:00:00,30522.06
302,900478,2026-01-25 09:34:00,40347.45
303,900478,2026-01-28 19:34:00,13394.55
1244,900480,2026-02-08 14:49:00,0.0
1243,900480,2026-02-22 09:00:00,24012.85
2350,900481,2026-03-29 10:00:00,34427.03
1358,900483,2026-02-13 15:00:00,14670.72
1360,900483,2026-02-17 15:27:00,0.0
1359,900483,2026-02-27 09:00:00,12103.13
3034,900484,2026-04-04 14:00:00,14154.82
1300,900486,2026-02-22 09:29:00,16519.29
1438,900487,2026-02-20 12:00:00,20974.38
1793,900490,2026-02-26 18:51:00,-343.99
938,900491,2026-01-29 14:35:00,3148.97
937,900491,2026-02-12 19:59:00,3640.07
13,900492,2026-01-01 13:18:00,2519.01
14,900492,2026-01-09 14:20:00,7830.17
1874,900493,2026-03-12 16:00:00,18938.98
3105,900495,2026-04-10 08:01:00,3723.29
2240,900497,2026-03-22 20:23:00,10329.96
616,900498,2026-01-25 17:19:00,18976.85
1396,900499,2026-02-19 15:00:00,25409.99
2188,900500,2026-03-17 10:43:00,14452.01
118,900501,2026-01-22 16:00:00,29635.18
3144,900504,2026-03-31 18:57:00,0.0
1794,900508,2026-03-03 14:00:00,7849.4
2417,900509,2026-03-21 16:59:00,10059.66
2416,900509,2026-03-23 10:18:00,13640.39
2415,900509,2026-03-24 18:00:00,20802.55
2418,900509,2026-03-25 17:34:00,9586.32
2351,900513,2026-03-10 10:37:00,9109.5
2460,900515,2026-03-21 12:23:00,9664.04
1050,900516,2026-02-09 15:17:00,11371.92
965,900517,2026-02-18 13:16:00,5808.99
2993,900518,2026-04-11 09:27:00,1702.93
2959,900520,2026-03-27 17:25:00,12271.85
2765,900521,2026-03-30 17:28:00,3062.82
2766,900521,2026-04-01 17:31:00,17749.79
2767,900521,2026-04-03 19:19:00,10820.74
2764,900521,2026-04-08 17:32:00,14261.2
1739,900524,2026-02-25 20:37:00,0.0
1738,900524,2026-03-07 11:00:00,1861.28
1330,900526,2026-02-17 20:00:00,8789.19
1948,900531,2026-03-02 20:09:00,26173.66
1947,900531,2026-03-13 12:37:00,13576.72
3179,900534,2026-04-04 19:58:00,2357.56
3106,900535,2026-04-14 20:35:00,1671.3
2558,900536,2026-03-25 20:00:00,16028.5
2917,900540,2026-04-04 20:45:00,10921.58
966,900541,2026-02-05 19:08:00,0.0
1563,900542,2026-02-14 11:11:00,9314.62
1564,900542,2026-02-16 14:51:00,14400.27
1562,900542,2026-02-25 17:10:00,4182.24
1561,900542,2026-03-05 11:16:00,1335.77
92,900543,2026-01-24 17:00:00,12994.25
722,900544,2026-01-25 19:00:00,4643.32
617,900545,2026-02-06 18:00:00,25156.49
120,900546,2026-01-16 14:57:00,3323.18
119,900546,2026-01-19 11:05:00,4559.0
353,900548,2026-01-25 17:00:00,31395.79
2729,900549,2026-03-21 11:00:00,7489.7
2730,900549,2026-03-25 11:55:00,6192.95
695,900550,2026-01-21 13:24:00,-130.61
694,900550,2026-01-23 14:00:00,29683.23
1439,900551,2026-02-18 18:00:00,7509.42
1877,900552,2026-03-10 10:18:00,6264.55
1876,900552,2026-03-10 13:45:00,11083.55
1875,900552,2026-03-11 18:00:00,10796.85
1245,900555,2026-02-16 14:14:00,12096.02
846,900561,2026-02-01 09:58:00,3432.63
845,900561,2026-02-02 17:15:00,2857.18
2419,900562,2026-03-13 10:00:00,9656.14
460,900563,2026-02-03 11:00:00,6631.95
1012,900564,2026-02-02 18:30:00,15680.24
1397,900565,2026-02-09 17:12:00,6446.32
1399,900565,2026-02-11 08:31:00,5304.66
1400,900565,2026-02-27 10:05:00,6344.81
1398,900565,2026-03-01 20:33:00,16057.84
1795,900567,2026-02-28 16:00:00,18829.18
618,900568,2026-01-30 13:54:00,11893.59
619,900568,2026-02-05 10:17:00,8447.04
2129,900569,2026-03-01 12:30:00,0.0
2127,900569,2026-03-13 17:00:00,2129.41
2128,900569,2026-03-15 20:00:00,7643.71
696,900570,2026-01-23 10:00:00,7768.04
698,900570,2026-01-28 19:14:00,8667.5
697,900570,2026-02-06 13:00:00,14454.98
746,900572,2026-01-31 18:24:00,0.0
189,900574,2026-01-23 17:26:00,9163.19
2837,900575,2026-03-27 17:42:00,19523.65
1476,900576,2026-03-02 08:41:00,1887.31
1475,900576,2026-03-03 20:00:00,5262.79
1246,900577,2026-02-08 19:00:00,14382.9
1247,900577,2026-02-13 10:55:00,20473.41
1248,900577,2026-02-24 10:17:00,13346.07
1669,900579,2026-03-02 18:58:00,14562.63
939,900581,2026-02-06 20:00:00,27350.27
1986,900582,2026-03-14 19:00:00,5290.02
3181,900584,2026-03-31 20:44:00,2772.64
3180,900584,2026-04-15 09:04:00,13766.15
16,900586,2026-01-09 18:03:00,-961.29
15,900586,2026-01-19 20:00:00,5899.78
2796,900589,2026-04-07 19:00:00,8427.95
555,900590,2026-02-03 18:00:00,13690.29
1301,900591,2026-02-15 14:11:00,0.0
2838,900593,2026-03-21 09:33:00,4747.17
1740,900594,2026-02-26 08:05:00,19060.22
1401,900595,2026-02-23 15:10:00,9539.09
940,900596,2026-01-31 20:00:00,8407.32
941,900596,2026-02-10 15:00:00,6595.67
1402,900597,2026-02-10 08:56:00,7393.26
652,900598,2026-02-04 08:15:00,1240.58
1440,900600,2026-02-25 20:11:00,4189.21
3183,900602,2026-03-29 15:46:00,10133.07
3184,900602,2026-03-30 09:33:00,2752.62
3182,900602,2026-04-04 20:08:00,12955.28
1249,900605,2026-02-11 20:00:00,9399.7
2994,900606,2026-04-10 13:47:00,10626.08
3186,900608,2026-04-02 19:39:00,-590.9
3185,900608,2026-04-17 18:52:00,2831.09
2306,900609,2026-03-19 12:00:00,4866.71
2307,900609,2026-03-26 13:00:00,4851.61
1105,900612,2026-02-02 12:13:00,0.0
2282,900613,2026-03-16 15:43:00,2546.64
871,900615,2026-01-30 19:00:00,28977.88
56,900616,2026-01-09 09:32:00,5894.32
699,900618,2026-01-25 12:00:00,6752.82
1565,900626,2026-02-26 16:00:00,7833.22
2559,900628,2026-03-28 12:00:00,15860.31
2560,900628,2026-03-30 15:00:00,28902.66
2189,900630,2026-03-04 15:00:00,-1160.86
1644,900632,2026-02-24 18:34:00,2924.49
1645,900632,2026-03-04 14:21:00,969.79
2797,900633,2026-03-31 16:00:00,7347.64
2798,900633,2026-04-09 17:00:00,11363.32
1210,900636,2026-02-17 20:56:00,12364.05
2420,900638,2026-03-21 09:00:00,34835.0
725,900639,2026-01-26 20:32:00,-221.24
724,900639,2026-01-31 16:21:00,6095.83
723,900639,2026-02-08 18:36:00,6774.98
