account_id,principal_amount,product_type,region
902059,51847.85,cash_loan,South
902065,23551.84,installment,SPB
902319,74682.7,micro_loan,Ural
902332,51834.81,cash_loan,SPB
902479,33677.19,credit_card,Siberia
902488,26789.39,installment,SPB
902561,57593.3,credit_card,Siberia
902586,28101.3,cash_loan,Moscow
902597,22965.49,credit_card,Ural
902804,93896.47,credit_card,Moscow
902898,108969.27,micro_loan,South
902930,86299.18,credit_card,SPB
902999,57438.33,installment,Moscow
903080,168636.3,installment,Ural
903101,74372.07,cash_loan,Moscow
903129,40720.03,credit_card,Moscow
903206,23308.22,credit_card,Ural
903392,14070.22,credit_card,Ural
903523,45425.13,cash_loan,Center
903538,22953.04,installment,Siberia
900044,72002.21,cash_loan,South
900071,26990.38,cash_loan,Siberia
900105,23315.94,credit_card,Center
900560,24805.15,installment,Ural
900712,51258.79,credit_card,Moscow
900751,27726.05,micro_loan,Center
900855,42707.59,credit_card,Center
900884,31066.77,cash_loan,Siberia
900933,44397.61,credit_card,Moscow
900992,41220.8,installment,Center
901045,50731.36,cash_loan,Moscow
901097,77790.49,credit_card,South
901224,51087.99,credit_card,SPB
901251,28169.13,installment,Moscow
901270,65977.89,cash_loan,Moscow
901389,33033.51,credit_card,Moscow
901477,72371.63,installment,Ural
901498,64096.72,cash_loan,South
901514,16715.04,cash_loan,Moscow
901653,32055.27,credit_card,Center
901719,41578.01,installment,Moscow
901727,40430.2,cash_loan,South
901785,89293.46,credit_card,Siberia
901806,68568.55,installment,Center
902007,80493.05,micro_loan,Siberia
902044,47258.84,micro_loan,Moscow
902132,37102.5,installment,Center
902452,72093.77,installment,South
902507,34111.41,installment,Moscow
902509,34156.2,credit_card,Siberia
902863,18173.19,micro_loan,Ural
902893,47867.12,cash_loan,SPB
902900,41327.56,installment,Ural
902940,31551.1,credit_card,Siberia
903006,13029.96,credit_card,Ural
903038,67177.02,installment,Moscow
903294,39042.48,installment,Ural
903322,59970.73,credit_card,SPB
903404,33398.85,cash_loan,Moscow
903436,63357.55,credit_card,Moscow
903473,68546.46,credit_card,Moscow
903481,58188.32,cash_loan,Moscow
903531,23487.09,cash_loan,South
903546,57119.0,installment,Moscow
900062,46990.97,installment,SPB
900254,34078.04,cash_loan,Center
900262,97554.19,installment,Center
900281,67088.68,credit_card,Moscow
900478,195229.45,installment,Moscow
900599,49969.92,installment,SPB
900644,58988.46,installment,South
900647,80106.36,installment,Ural
900672,46729.98,cash_loan,Ural
900847,19414.33,installment,Moscow
900854,94657.39,cash_loan,Center
900878,109267.72,cash_loan,South
901052,72801.79,credit_card,Ural
901081,48548.27,credit_card,Siberia
901147,317576.51,cash_loan,Center
901231,142170.75,installment,Center
901234,28297.92,credit_card,Siberia
901366,27232.17,installment,Center
901426,54988.54,cash_loan,Center
901680,49225.04,credit_card,Ural
901816,16378.35,cash_loan,South
901872,55841.72,cash_loan,Ural
901876,62353.46,credit_card,SPB
901903,82837.01,cash_loan,Center
901993,23621.93,credit_card,Moscow
902038,33330.71,cash_loan,Siberia
902093,30718.2,credit_card,South
902179,79834.18,credit_card,Moscow
902398,79622.46,micro_loan,Center
902462,100387.71,cash_loan,Moscow
902497,19665.79,credit_card,Moscow
902589,33645.79,credit_card,Ural
902599,37716.71,cash_loan,Center
902743,71063.15,credit_card,Center
902748,34173.21,installment,SPB
902825,93940.72,installment,Ural
903179,78794.02,micro_loan,Ural
903230,39264.07,installment,Center
903439,63624.59,credit_card,Siberia
903458,20602.73,micro_loan,Siberia
903514,58299.55,credit_card,Siberia
903518,49096.92,cash_loan,Siberia
903555,179554.06,cash_loan,SPB
903571,70259.9,credit_card,Moscow
903594,45914.18,cash_loan,Moscow
903595,96984.26,credit_card,Center
900085,61476.39,cash_loan,Ural
900107,119610.83,cash_loan,SPB
900311,26580.32,installment,Center
900449,55263.01,cash_loan,Ural
900469,126436.37,micro_loan,Center
900548,91168.28,credit_card,Center
900646,49853.46,credit_card,SPB
900893,41265.41,installment,South
900895,21269.04,cash_loan,Ural
900909,128829.3,installment,Center
901089,46410.6,cash_loan,Center
901135,30537.33,cash_loan,South
901186,26480.54,cash_loan,Ural
901194,242278.17,installment,South
901204,38735.13,cash_loan,South
901207,61556.2,cash_loan,Moscow
901233,69703.86,cash_loan,SPB
901334,70916.74,credit_card,Ural
901462,208416.65,cash_loan,Moscow
901587,111771.58,installment,Center
901721,80292.59,micro_loan,Center
901800,22059.43,installment,Moscow
901951,76387.45,credit_card,Center
902017,75710.37,credit_card,Center
902214,42258.68,credit_card,Moscow
902217,33510.27,cash_loan,SPB
902310,163713.88,micro_loan,SPB
902510,24564.68,cash_loan,SPB
902512,190504.59,credit_card,South
902542,113961.74,credit_card,Center
902667,51648.45,installment,SPB
902696,61680.74,installment,Moscow
902706,130174.83,installment,Siberia
902791,144216.69,cash_loan,SPB
903210,44246.41,installment,South
903288,87299.84,credit_card,Center
903319,124367.87,cash_loan,South
903349,30782.23,micro_loan,SPB
900176,80880.87,installment,Moscow
900239,59062.01,cash_loan,Center
900243,43384.95,installment,Ural
900373,36165.5,cash_loan,Moscow
900387,51854.89,installment,Center
900528,101862.4,installment,Center
900718,180614.72,credit_card,Moscow
900763,23264.02,credit_card,Ural
900767,134587.82,credit_card,Ural
901073,44888.74,credit_card,Moscow
901175,22472.66,credit_card,Ural
901283,121003.26,installment,Ural
901360,177238.46,cash_loan,Moscow
901510,44131.74,credit_card,South
901725,84705.05,credit_card,SPB
901750,27789.7,micro_loan,Moscow
901799,37691.66,credit_card,SPB
901854,63767.93,credit_card,Ural
901914,58642.81,credit_card,SPB
901935,48525.15,installment,Moscow
902019,38527.32,installment,Center
902213,32226.37,credit_card,Center
902288,52387.55,installment,Center
902322,71790.77,micro_loan,SPB
902325,252229.7,credit_card,Center
902358,31537.87,cash_loan,Center
902360,21594.04,credit_card,Moscow
902456,18249.26,installment,Center
902552,92133.44,installment,Moscow
902569,53062.56,micro_loan,Siberia
902676,43512.39,credit_card,Center
902866,52264.14,micro_loan,Moscow
902902,139365.87,credit_card,Siberia
903010,59157.11,cash_loan,Siberia
903321,25951.56,cash_loan,Siberia
903358,44385.97,credit_card,Siberia
903469,98667.57,cash_loan,South
903517,167720.75,credit_card,Center
900135,84312.39,credit_card,SPB
900175,41358.86,cash_loan,Moscow
900179,45947.82,credit_card,Center
900223,53537.81,credit_card,Center
900379,99095.82,micro_loan,Moscow
900395,65602.74,cash_loan,South
900431,88879.99,cash_loan,Siberia
900505,73079.6,credit_card,South
900554,53119.92,cash_loan,SPB
900651,33025.95,cash_loan,Center
900657,94938.47,micro_loan,Center
900697,21151.88,credit_card,Moscow
900726,26938.46,cash_loan,Center
901043,26009.45,credit_card,Center
901209,18807.91,cash_loan,Moscow
901298,185596.55,installment,Center
901340,16762.53,installment,South
901358,52713.46,micro_loan,South
901411,27685.5,credit_card,Center
901509,28296.26,cash_loan,Center
901741,28719.18,micro_loan,Moscow
901860,49764.13,micro_loan,SPB
902005,57386.66,installment,South
902090,28237.02,installment,Siberia
902156,89530.73,installment,Moscow
902200,89595.05,cash_loan,Ural
902472,124232.49,credit_card,Center
902577,29796.87,cash_loan,Siberia
902644,54546.45,cash_loan,Siberia
902661,159219.28,credit_card,Center
902742,173281.84,credit_card,Center
902746,129726.95,cash_loan,Center
902747,26995.36,installment,South
902761,46320.25,credit_card,Ural
902813,59272.4,cash_loan,Moscow
902830,109075.56,credit_card,Moscow
902831,46316.54,credit_card,Center
902928,124777.29,credit_card,Siberia
902948,22674.87,micro_loan,Moscow
902966,49414.11,micro_loan,SPB
903046,15485.62,cash_loan,Moscow
903091,61627.89,credit_card,Ural
903361,53271.29,cash_loan,SPB
903416,59088.09,cash_loan,Center
903437,61674.95,installment,Center
903586,72212.63,installment,SPB
900035,70723.2,micro_loan,Center
900046,30420.31,credit_card,Moscow
900053,77625.76,cash_loan,South
900094,67869.61,credit_card,Siberia
900482,53990.66,credit_card,Moscow
900563,53283.63,credit_card,SPB
900587,60888.65,micro_loan,Center
900649,44765.75,installment,South
900783,77279.91,credit_card,Ural
900798,22852.64,micro_loan,Ural
900837,39166.0,micro_loan,Center
901032,57374.33,installment,Center
901085,122539.39,installment,Moscow
901100,90757.73,installment,Ural
901178,21919.94,installment,Siberia
901299,52129.94,cash_loan,Ural
901594,12372.42,credit_card,Ural
901637,58968.86,installment,South
901645,10784.84,installment,South
901735,51216.21,credit_card,Moscow
901822,45873.64,cash_loan,Moscow
901926,15382.69,credit_card,Siberia
901985,52920.07,installment,Center
902128,75050.13,installment,Moscow
902249,27602.75,installment,Siberia
902361,60111.05,installment,Moscow
902477,51669.56,credit_card,Moscow
902609,49355.04,micro_loan,Siberia
902772,82830.04,cash_loan,Moscow
902792,58410.38,cash_loan,Ural
903062,62075.81,cash_loan,Moscow
903122,22821.9,cash_loan,Center
903327,64075.1,installment,Moscow
903328,34849.37,cash_loan,Moscow
903480,64708.79,cash_loan,Center
903547,30416.44,micro_loan,SPB
903574,71005.3,micro_loan,Siberia
900108,27211.09,credit_card,Moscow
900152,50917.83,credit_card,Center
900256,60836.91,installment,SPB
900260,47721.28,credit_card,Ural
900349,90628.32,cash_loan,Ural
900625,31495.66,credit_card,Center
900760,50491.46,credit_card,Siberia
900877,13250.22,micro_loan,Moscow
900935,91629.34,micro_loan,Center
900947,189908.12,installment,Center
901074,21271.44,installment,SPB
901179,163936.42,installment,South
901490,57181.04,credit_card,Center
901502,37851.06,credit_card,Ural
901532,59636.05,credit_card,South
901577,177260.24,cash_loan,Siberia
901614,13241.07,cash_loan,Ural
901706,15461.21,cash_loan,Center
901751,33419.97,installment,Ural
901789,57129.53,installment,SPB
901896,72567.74,micro_loan,Moscow
902159,108727.13,installment,Center
902167,49374.18,credit_card,Moscow
902172,25557.46,installment,Ural
902416,30535.19,installment,South
902777,49896.34,installment,Center
902833,31070.44,installment,Siberia
902860,16201.06,cash_loan,South
902946,116880.52,installment,South
902961,41904.54,cash_loan,South
903039,128431.1,installment,Moscow
903054,27285.6,installment,Ural
903095,12292.75,credit_card,Center
903187,42141.48,credit_card,Ural
903254,117850.88,cash_loan,Moscow
903300,29994.46,credit_card,Center
903354,41414.57,installment,Moscow
903390,34461.31,micro_loan,SPB
903433,60559.09,installment,Ural
903457,97143.26,credit_card,South
903485,73385.97,cash_loan,South
903493,67580.37,installment,SPB
903501,108598.34,credit_card,Moscow
903560,17574.75,cash_loan,Center
903578,43391.91,cash_loan,Moscow
900013,47320.68,micro_loan,Center
900036,62310.82,installment,SPB
900109,57221.02,micro_loan,Moscow
900136,60946.0,installment,Center
900339,56639.6,cash_loan,Moscow
900415,98442.98,cash_loan,Moscow
900614,81680.28,installment,Center
900663,20626.29,installment,South
900696,50418.5,micro_loan,SPB
900912,77612.22,installment,South
900970,65838.76,micro_loan,Center
901036,44312.09,installment,Center
901328,43717.81,cash_loan,Center
901399,30003.67,cash_loan,SPB
901506,89062.75,micro_loan,Center
901553,27985.22,cash_loan,Siberia
901862,205967.76,cash_loan,Center
902130,43407.71,cash_loan,Moscow
902163,20107.2,cash_loan,Moscow
902260,88948.68,credit_card,Center
902547,41129.9,credit_card,Moscow
902814,71036.7,installment,Moscow
902872,59438.69,micro_loan,Ural
902873,53059.21,micro_loan,Center
903022,51495.25,installment,South
903077,204949.3,cash_loan,South
903094,39891.96,credit_card,Moscow
903109,78961.98,cash_loan,Center
903136,78537.22,credit_card,Moscow
903153,46037.79,micro_loan,SPB
903214,95797.71,cash_loan,SPB
903283,170435.47,credit_card,Moscow
903298,89618.61,cash_loan,Siberia
900047,70643.42,credit_card,SPB
900167,88739.19,installment,South
900204,64573.15,installment,South
900391,57612.75,credit_card,Ural
900590,43018.38,credit_card,Ural
900730,15711.91,installment,South
900791,45352.93,credit_card,Ural
900916,99503.25,cash_loan,Center
901355,96243.17,credit_card,Moscow
901416,69205.41,micro_loan,SPB
901535,108782.97,cash_loan,SPB
901557,35529.21,cash_loan,Ural
901670,47655.22,cash_loan,Center
901877,24763.83,credit_card,South
902031,59308.4,installment,Center
902091,78567.5,installment,SPB
902384,61463.51,installment,SPB
903008,51077.58,cash_loan,Center
903260,49661.57,cash_loan,SPB
903314,42288.53,cash_loan,Moscow
903357,134664.68,cash_loan,Moscow
903364,77395.09,cash_loan,Ural
903532,159809.63,credit_card,SPB
900199,44041.62,cash_loan,SPB
900269,38641.11,micro_loan,SPB
900318,58600.73,installment,Center
900329,42651.23,credit_card,Moscow
900331,131569.48,micro_loan,Siberia
900588,37768.07,micro_loan,Siberia
900725,37256.68,cash_loan,Center
900749,50348.15,credit_card,South
900892,68071.45,credit_card,South
901322,55849.79,cash_loan,Siberia
901428,50412.11,installment,Moscow
901452,72467.19,cash_loan,Moscow
901460,57001.92,cash_loan,SPB
901525,24117.88,micro_loan,Siberia
901533,30430.77,installment,Moscow
901552,26755.75,credit_card,South
901580,65277.58,installment,SPB
901794,83947.75,installment,Moscow
901858,16019.19,installment,South
901897,150700.89,micro_loan,Center
902080,55143.2,installment,Ural
902127,109731.98,cash_loan,Moscow
902152,79735.72,micro_loan,Ural
902168,105121.58,cash_loan,SPB
902202,39449.48,installment,Moscow
902335,147098.46,credit_card,Siberia
902467,25960.13,credit_card,Siberia
902503,103618.71,credit_card,Ural
902529,56281.52,cash_loan,Center
902619,83361.25,micro_loan,Center
902807,34397.81,micro_loan,Ural
902911,33945.55,micro_loan,Center
902993,54417.11,installment,SPB
903120,41375.36,installment,Moscow
903139,42104.81,cash_loan,Moscow
903359,20903.95,cash_loan,South
903459,53283.29,micro_loan,Moscow
903492,315059.94,cash_loan,South
903562,36892.0,installment,Ural
900169,125247.36,micro_loan,Siberia
900209,70186.26,credit_card,Moscow
900213,75531.79,cash_loan,Siberia
900249,46488.37,installment,Ural
900265,108523.26,credit_card,Siberia
900267,104923.07,installment,Siberia
900402,26239.86,micro_loan,Moscow
900453,80395.36,installment,Moscow
900456,32820.43,credit_card,Siberia
900459,37418.99,installment,SPB
900498,69167.45,credit_card,Moscow
900545,100274.72,cash_loan,SPB
900568,61057.75,cash_loan,Moscow
900623,66210.34,credit_card,SPB
900668,51628.8,credit_card,Ural
900771,108864.27,installment,Moscow
900925,46103.91,installment,Center
901210,21780.21,installment,South
901257,27657.79,micro_loan,Ural
901311,68224.67,cash_loan,Moscow
901385,12541.36,cash_loan,Moscow
901388,32101.54,cash_loan,Center
901431,30699.76,cash_loan,Moscow
901642,45029.89,credit_card,Ural
901802,48854.64,cash_loan,Moscow
901923,110196.99,micro_loan,Siberia
901944,33713.77,cash_loan,Moscow
901960,156883.81,cash_loan,South
902025,82401.96,cash_loan,Center
902106,56178.31,credit_card,Moscow
902241,40274.45,installment,SPB
902297,28665.47,installment,Ural
902363,31719.94,cash_loan,Siberia
902378,37011.57,credit_card,Moscow
902608,35109.26,credit_card,Ural
902632,109364.81,installment,Moscow
902794,46554.48,credit_card,SPB
902806,102365.39,cash_loan,Center
902879,13227.11,credit_card,Ural
902914,43226.07,credit_card,Moscow
902923,50886.65,cash_loan,Siberia
902996,27787.06,cash_loan,Moscow
903317,60505.24,cash_loan,Ural
903426,56061.81,cash_loan,Center
900051,96158.24,cash_loan,Center
900348,41893.4,installment,South
900369,55621.51,cash_loan,Moscow
900470,47126.13,micro_loan,SPB
900598,41352.62,credit_card,Center
900744,57646.85,micro_loan,Center
900786,70109.1,micro_loan,South
900810,90438.13,credit_card,Siberia
900816,25092.0,cash_loan,Center
901167,35013.53,installment,SPB
901226,14728.62,installment,Moscow
901291,12359.9,credit_card,Center
901372,72502.77,installment,Moscow
901404,48196.98,cash_loan,SPB
901485,57274.0,credit_card,Moscow
901572,42685.04,credit_card,Center
901605,30336.57,installment,Center
901630,42073.46,micro_loan,Center
901711,22131.52,cash_loan,Ural
901737,20631.41,cash_loan,Moscow
902045,59511.07,credit_card,South
902212,29500.94,installment,Center
902272,52726.94,installment,Moscow
902293,49240.6,credit_card,Center
902336,97148.24,credit_card,Ural
902357,61653.84,cash_loan,Center
902403,49557.4,cash_loan,South
902424,59443.81,micro_loan,SPB
902443,73770.9,credit_card,SPB
902500,48157.79,credit_card,Center
902640,30961.94,cash_loan,Center
902642,98821.45,credit_card,Moscow
902763,50423.43,credit_card,SPB
902945,38600.92,micro_loan,SPB
902983,36874.04,credit_card,SPB
903194,84231.89,micro_loan,Moscow
903315,8110.95,credit_card,Ural
903408,46717.71,credit_card,Moscow
900039,62698.12,installment,Moscow
900068,81611.17,credit_card,Center
900076,17901.79,credit_card,Center
900097,68412.4,credit_card,South
900124,57375.1,credit_card,SPB
900150,94684.72,micro_loan,Ural
900226,58293.62,credit_card,SPB
900261,100245.42,credit_card,South
900359,71132.25,installment,Center
900550,120199.82,credit_card,Siberia
900570,60516.28,credit_card,Ural
900618,19549.78,cash_loan,South
900701,116731.15,installment,Moscow
900708,22855.28,micro_loan,Center
900785,21676.39,credit_card,Center
900885,51317.19,micro_loan,South
901072,139487.19,cash_loan,South
901138,14578.74,micro_loan,South
901143,111504.26,credit_card,South
901170,176142.29,credit_card,SPB
901363,99892.6,cash_loan,SPB
901375,143677.78,credit_card,South
901493,78955.85,credit_card,Ural
901551,42946.92,installment,Moscow
901566,43906.79,cash_loan,South
901716,58927.1,cash_loan,Moscow
901811,52869.34,cash_loan,Center
901894,27132.81,credit_card,SPB
901909,37856.88,installment,Center
901950,36253.92,installment,Moscow
902087,31302.42,cash_loan,Moscow
902118,53722.57,credit_card,SPB
902250,16665.16,installment,Center
902352,65316.18,cash_loan,SPB
902399,104566.0,cash_loan,Center
902440,50783.89,credit_card,South
902533,80273.17,cash_loan,South
902581,17460.8,cash_loan,South
902628,81158.29,installment,Moscow
902750,160878.55,cash_loan,Siberia
902769,44050.16,installment,Moscow
902785,65036.89,cash_loan,Center
902917,31564.44,cash_loan,Center
903246,88768.33,micro_loan,Moscow
903350,57450.25,credit_card,Ural
900030,24942.94,credit_card,SPB
900102,23521.47,cash_loan,Center
900159,35778.56,micro_loan,Ural
900337,105806.96,installment,Moscow
900544,38236.89,credit_card,Moscow
900637,85054.83,micro_loan,Moscow
900639,43639.91,credit_card,SPB
900695,13889.43,credit_card,SPB
900991,103205.1,micro_loan,Center
900993,28303.09,installment,Center
901099,43088.56,cash_loan,Center
901128,135194.45,micro_loan,South
901367,27171.18,micro_loan,Siberia
901447,47707.96,cash_loan,Moscow
901590,29771.67,micro_loan,Siberia
901618,21256.51,installment,Siberia
901851,59979.54,installment,Center
902056,75972.05,credit_card,Moscow
902066,24553.08,installment,Siberia
902134,29710.54,micro_loan,SPB
902178,55241.35,cash_loan,Center
902251,54153.59,credit_card,Moscow
902315,56896.57,credit_card,Moscow
902328,147325.19,micro_loan,Center
902371,49252.36,credit_card,Ural
902551,28797.55,installment,Center
902660,44413.15,micro_loan,Siberia
902675,29225.18,credit_card,Center
902767,41019.45,cash_loan,South
903266,60172.22,cash_loan,South
903311,32405.97,installment,SPB
903425,35771.93,micro_loan,Moscow
903484,61639.17,cash_loan,Center
903540,66495.1,installment,Moscow
900019,44442.8,installment,Siberia
900122,139010.4,micro_loan,Center
900125,93216.62,installment,SPB
900144,38692.95,cash_loan,South
900421,82131.32,cash_loan,Moscow
