payment_id,account_id,payment_dttm,payment_amount
125,50155,2026-03-07 19:03:00,-318.41
126,50158,2026-03-20 12:55:00,15342.99
127,50159,2026-01-27 16:11:00,4862.68
128,50160,2026-02-22 19:33:00,0.0
129,50163,2026-03-16 12:39:00,5741.51
130,50171,2026-02-04 09:40:00,3341.57
131,50171,2026-02-13 14:43:00,5776.87
134,50178,2026-02-15 08:21:00,10585.6
132,50178,2026-02-17 10:39:00,9877.61
133,50178,2026-03-01 14:09:00,20098.94
135,50178,2026-03-04 14:49:00,25348.71
139,50180,2026-02-19 12:15:00,6039.32
136,50180,2026-02-19 15:50:00,6305.32
138,50180,2026-02-20 18:00:00,12791.27
140,50180,2026-02-22 08:46:00,0.0
137,50180,2026-02-28 10:42:00,12876.48
141,50183,2026-03-14 12:44:00,0.0
142,50187,2026-01-07 16:47:00,11426.67
143,50188,2026-02-05 08:29:00,2952.85
144,50189,2026-04-07 10:49:00,-1348.03
145,50192,2026-01-31 15:44:00,8179.09
148,50194,2026-02-19 19:39:00,-940.67
147,50194,2026-02-23 10:31:00,15275.3
146,50194,2026-02-27 18:29:00,11947.47
149,50197,2026-02-09 16:26:00,8874.57
150,50201,2026-01-28 13:45:00,10709.68
151,50205,2026-02-05 10:10:00,26001.56
152,50206,2026-03-21 20:35:00,-927.91
154,50207,2026-03-27 20:54:00,8852.65
155,50207,2026-03-30 09:01:00,0.0
153,50207,2026-04-10 13:34:00,13102.65
156,50208,2026-03-13 08:23:00,1059.2
157,50208,2026-03-14 20:34:00,2897.08
158,50209,2026-01-22 20:09:00,8044.13
159,50210,2026-02-02 20:40:00,0.0
160,50211,2026-01-04 13:45:00,0.0
161,50214,2026-02-02 15:24:00,12408.9
163,50214,2026-02-09 16:36:00,5094.31
162,50214,2026-02-10 13:28:00,7708.84
164,50215,2026-02-23 17:51:00,5084.53
166,50215,2026-03-01 09:03:00,5554.58
165,50215,2026-03-05 18:43:00,6082.6
168,50216,2026-01-05 16:55:00,17281.38
167,50216,2026-01-06 09:25:00,11977.95
169,50216,2026-01-06 17:20:00,11952.74
170,50218,2026-01-07 16:30:00,-634.21
171,50219,2026-03-23 08:27:00,0.0
173,50220,2026-01-23 09:38:00,2808.47
172,50220,2026-02-09 13:15:00,2341.79
174,50221,2026-01-09 09:01:00,1315.75
175,50223,2026-01-16 10:05:00,20068.73
176,50224,2026-01-22 08:25:00,1827.64
177,50227,2026-02-06 12:27:00,10188.35
178,50228,2026-02-18 16:17:00,12277.23
180,50231,2026-02-17 18:40:00,0.0
179,50231,2026-02-25 11:26:00,8793.86
181,50235,2026-03-24 14:46:00,-1216.01
182,50236,2026-04-03 08:20:00,10907.67
183,50237,2026-03-21 08:20:00,29569.2
184,50240,2026-02-01 08:16:00,3990.79
185,50241,2026-02-02 12:06:00,11822.01
186,50244,2026-02-27 11:55:00,530.44
187,50244,2026-03-03 13:28:00,2328.72
188,50246,2026-03-28 11:26:00,22805.12
189,50246,2026-04-05 16:08:00,19969.73
190,50247,2026-03-06 11:36:00,0.0
193,50250,2026-02-09 20:47:00,3451.03
191,50250,2026-02-14 14:29:00,2424.81
192,50250,2026-02-18 11:34:00,4838.38
194,50252,2026-03-22 17:50:00,40861.16
197,50253,2026-03-29 18:59:00,2415.67
198,50253,2026-03-30 17:41:00,2385.11
195,50253,2026-04-02 12:12:00,3345.83
196,50253,2026-04-10 15:50:00,2928.17
199,50253,2026-04-14 16:43:00,4481.66
201,50254,2026-01-13 10:33:00,3917.74
202,50254,2026-01-16 17:51:00,4149.82
200,50254,2026-01-22 10:21:00,5007.73
203,50255,2026-03-19 18:26:00,7659.2
205,50257,2026-03-17 10:42:00,1245.32
204,50257,2026-03-21 19:48:00,5774.07
206,50257,2026-03-31 16:27:00,5132.36
207,50259,2026-03-11 12:57:00,7129.72
210,50261,2026-01-28 20:39:00,9442.48
209,50261,2026-01-31 15:17:00,8233.27
208,50261,2026-02-02 17:00:00,9526.96
211,50262,2026-01-22 08:08:00,15139.77
212,50267,2026-01-19 17:03:00,11069.15
213,50269,2026-01-17 17:03:00,14440.2
214,50269,2026-01-19 12:48:00,6465.79
215,50269,2026-01-21 20:39:00,0.0
216,50270,2026-03-17 10:03:00,0.0
217,50274,2026-03-20 09:16:00,4568.72
218,50275,2026-03-30 16:55:00,19248.05
219,50279,2026-01-11 14:18:00,11701.4
221,50280,2026-03-19 17:43:00,0.0
220,50280,2026-04-03 09:40:00,11349.03
222,50281,2026-01-12 18:06:00,6398.85
223,50281,2026-01-18 18:47:00,5375.54
224,50282,2026-03-28 17:18:00,11725.27
225,50284,2026-02-22 08:22:00,-1230.15
226,50285,2026-01-02 12:13:00,0.0
227,50287,2026-02-26 19:06:00,2986.32
228,50287,2026-02-28 09:59:00,2498.49
229,50289,2026-02-07 15:49:00,5474.23
231,50294,2026-02-10 15:19:00,2253.34
230,50294,2026-02-21 16:37:00,1781.26
232,50298,2026-02-12 13:29:00,10318.81
233,50303,2026-03-20 16:38:00,10125.08
234,50303,2026-03-30 13:13:00,8949.02
236,50306,2026-02-08 11:35:00,0.0
235,50306,2026-02-08 17:22:00,693.68
237,50311,2026-01-14 11:55:00,7893.92
238,50312,2026-02-18 19:02:00,5880.42
239,50312,2026-03-05 10:32:00,2277.25
240,50314,2026-02-25 19:04:00,3647.28
241,50316,2026-02-07 16:39:00,12401.07
243,50317,2026-04-06 08:30:00,17992.5
242,50317,2026-04-17 18:20:00,19823.63
244,50318,2026-01-22 16:37:00,22036.09
245,50319,2026-02-21 13:50:00,4223.0
247,50324,2026-01-06 16:22:00,38877.65
246,50324,2026-01-09 09:29:00,3625.5
249,50324,2026-01-15 13:25:00,6725.28
248,50324,2026-01-16 12:51:00,25861.68
250,50325,2026-03-20 14:33:00,0.0
251,50326,2026-03-16 19:53:00,7857.93
252,50327,2026-03-20 14:42:00,5964.37
253,50327,2026-03-24 09:54:00,8418.2
254,50328,2026-03-10 17:30:00,15847.14
255,50331,2026-01-17 15:51:00,0.0
256,50335,2026-02-17 15:19:00,-586.88
257,50337,2026-01-22 10:56:00,10152.65
258,50337,2026-01-24 10:06:00,-1180.98
259,50338,2026-03-28 08:00:00,0.0
260,50342,2026-01-31 15:26:00,0.0
261,50345,2026-03-06 17:08:00,-1365.79
263,50347,2026-02-15 11:57:00,8412.87
265,50347,2026-02-17 20:35:00,16827.8
264,50347,2026-02-19 09:05:00,16047.95
262,50347,2026-02-27 14:29:00,13781.92
266,50348,2026-01-25 14:47:00,9766.04
267,50350,2026-03-20 15:06:00,-775.96
270,50351,2026-01-26 18:27:00,19942.72
271,50351,2026-02-07 13:45:00,13132.49
269,50351,2026-02-08 15:06:00,4937.28
268,50351,2026-02-10 15:33:00,16925.91
272,50353,2026-03-08 18:07:00,1521.76
273,50354,2026-03-05 20:18:00,2476.33
276,50355,2026-02-16 16:55:00,18476.65
274,50355,2026-02-19 20:15:00,9708.64
275,50355,2026-02-24 12:14:00,14651.73
277,50356,2026-02-26 11:03:00,8828.38
278,50356,2026-03-01 19:49:00,11971.97
279,50357,2026-01-01 17:02:00,0.0
280,50359,2026-02-02 18:22:00,2306.08
282,50360,2026-02-08 20:26:00,6430.14
281,50360,2026-02-15 09:02:00,11682.83
283,50363,2026-02-27 18:29:00,23724.19
284,50364,2026-02-17 16:22:00,3142.86
285,50365,2026-03-21 11:46:00,15313.74
286,50366,2026-04-01 09:50:00,15722.35
287,50368,2026-01-09 15:31:00,3630.57
290,50369,2026-01-22 18:33:00,12248.65
289,50369,2026-01-30 11:44:00,11208.67
288,50369,2026-02-04 13:35:00,5184.28
291,50370,2026-02-19 12:34:00,12233.55
292,50370,2026-02-21 13:23:00,13052.78
293,50370,2026-03-08 16:37:00,12195.6
295,50373,2026-01-20 14:13:00,12473.88
294,50373,2026-01-21 09:45:00,21862.85
296,50374,2026-03-15 18:51:00,1757.17
297,50375,2026-03-17 16:58:00,8278.9
298,50375,2026-03-21 10:07:00,4468.13
299,50376,2026-02-26 14:19:00,6932.48
300,50379,2026-02-01 13:53:00,8446.06
301,50380,2026-03-06 12:54:00,3744.53
302,50380,2026-03-12 19:26:00,6877.32
303,50381,2026-02-28 19:57:00,-1039.03
304,50383,2026-01-25 15:03:00,8982.83
305,50383,2026-02-02 11:55:00,0.0
306,50385,2026-03-15 12:49:00,4706.75
307,50385,2026-03-22 20:22:00,11618.29
308,50389,2026-02-05 18:43:00,2702.72
309,50389,2026-02-17 20:27:00,2238.87
310,50392,2026-03-11 10:02:00,0.0
314,50394,2026-01-06 17:57:00,0.0
311,50394,2026-01-07 15:50:00,2832.12
312,50394,2026-01-10 20:04:00,5755.96
313,50394,2026-01-13 14:32:00,7857.16
315,50397,2026-02-25 17:49:00,-1487.67
316,50405,2026-03-16 14:59:00,5271.22
318,50405,2026-03-20 18:39:00,10021.16
317,50405,2026-03-24 09:54:00,11245.11
319,50406,2026-04-03 12:15:00,29989.91
321,50409,2026-02-19 08:57:00,-748.31
320,50409,2026-02-20 12:07:00,36565.46
322,50410,2026-03-10 17:47:00,6664.61
323,50411,2026-03-27 08:55:00,2939.86
324,50412,2026-01-15 13:49:00,8707.32
325,50414,2026-01-28 16:48:00,5748.15
326,50416,2026-02-19 20:26:00,6351.43
327,50416,2026-02-20 16:27:00,-1336.15
329,50418,2026-03-06 14:42:00,8710.66
328,50418,2026-03-10 19:42:00,3611.0
330,50420,2026-03-06 09:17:00,44446.7
331,50422,2026-02-12 10:58:00,11140.23
332,50423,2026-03-28 15:09:00,14064.32
334,50424,2026-03-20 19:35:00,0.0
333,50424,2026-03-24 17:25:00,8008.47
335,50425,2026-03-06 09:02:00,11113.8
336,50432,2026-03-07 11:26:00,18524.58
337,50433,2026-03-30 14:39:00,0.0
340,50436,2026-01-04 12:59:00,13995.25
338,50436,2026-01-06 19:18:00,16242.93
339,50436,2026-01-13 18:53:00,5862.35
341,50437,2026-03-10 08:03:00,6927.87
342,50444,2026-03-07 09:26:00,9761.66
343,50444,2026-03-08 10:50:00,-777.37
344,50445,2026-02-11 11:09:00,16688.45
346,50446,2026-02-07 18:48:00,8895.68
347,50446,2026-02-09 14:41:00,9032.22
348,50446,2026-02-16 09:45:00,7931.44
345,50446,2026-02-18 08:00:00,5640.67
350,50447,2026-02-08 19:49:00,9811.45
349,50447,2026-02-09 13:21:00,8497.38
352,50448,2026-01-29 15:52:00,0.0
351,50448,2026-02-03 16:31:00,19469.0
353,50449,2026-01-11 20:46:00,3445.31
354,50450,2026-01-08 11:52:00,776.67
355,50453,2026-01-24 11:37:00,0.0
357,50455,2026-02-25 10:42:00,12854.91
358,50455,2026-02-25 15:00:00,27750.08
356,50455,2026-02-28 09:32:00,24641.73
360,50456,2026-01-20 16:41:00,-573.37
359,50456,2026-02-03 13:51:00,10579.07
361,50458,2026-03-27 20:26:00,0.0
365,50460,2026-01-28 10:30:00,26076.42
363,50460,2026-01-28 19:06:00,12829.82
364,50460,2026-01-30 08:21:00,17732.13
362,50460,2026-02-04 18:46:00,9806.47
366,50463,2026-02-16 08:47:00,32105.88
367,50463,2026-02-20 19:52:00,-415.65
370,50467,2026-02-25 12:04:00,10053.29
371,50467,2026-03-04 13:33:00,11430.85
369,50467,2026-03-09 08:55:00,8614.24
368,50467,2026-03-09 15:23:00,4436.27
373,50468,2026-02-07 11:17:00,-1442.03
372,50468,2026-02-15 15:16:00,1846.23
375,50469,2026-01-10 14:26:00,4297.99
374,50469,2026-01-15 17:35:00,8236.17
376,50469,2026-01-28 15:15:00,10954.29
377,50472,2026-02-01 13:34:00,7609.0
379,50473,2026-02-26 08:37:00,6887.31
378,50473,2026-03-13 08:26:00,8039.77
380,50478,2026-01-16 08:28:00,-862.78
381,50479,2026-03-15 12:22:00,6128.33
382,50483,2026-02-12 08:10:00,14407.08
383,50486,2026-02-09 11:51:00,4352.64
384,50487,2026-02-12 11:43:00,9664.92
385,50488,2026-01-28 15:19:00,8715.63
386,50489,2026-02-01 11:07:00,19594.57
388,50489,2026-02-09 16:19:00,11107.52
387,50489,2026-02-17 18:39:00,21129.05
389,50491,2026-02-07 12:45:00,10828.84
390,50491,2026-02-14 16:11:00,14952.94
393,50493,2026-02-26 15:43:00,3876.71
392,50493,2026-03-05 18:03:00,3608.43
394,50493,2026-03-06 14:32:00,10143.36
391,50493,2026-03-06 15:29:00,7609.87
395,50496,2026-02-05 19:48:00,6559.24
396,50496,2026-02-15 20:45:00,-524.93
397,50497,2026-03-24 13:28:00,5513.53
398,50498,2026-01-23 08:08:00,3696.92
401,50499,2026-02-10 16:52:00,-170.24
399,50499,2026-02-10 19:21:00,6377.76
400,50499,2026-02-13 12:27:00,10111.72
402,50500,2026-03-05 11:09:00,0.0
403,50503,2026-03-23 16:28:00,16212.8
405,50505,2026-01-12 08:32:00,9362.44
404,50505,2026-01-21 13:27:00,13881.32
406,50505,2026-01-22 09:24:00,-955.32
407,50506,2026-02-12 19:01:00,4554.77
409,50507,2026-02-09 10:19:00,0.0
408,50507,2026-02-12 19:33:00,8309.26
410,50509,2026-03-09 13:51:00,2469.95
411,50509,2026-03-18 15:30:00,4089.95
412,50509,2026-03-20 18:43:00,8391.18
413,50512,2026-03-31 11:10:00,9016.53
414,50513,2026-03-12 19:53:00,6729.95
415,50514,2026-03-01 17:36:00,12564.59
416,50516,2026-02-09 08:23:00,20492.6
417,50518,2026-03-28 17:51:00,731.49
418,50518,2026-03-30 10:23:00,0.0
419,50519,2026-04-01 08:34:00,6683.08
420,50519,2026-04-02 18:25:00,2135.27
421,50519,2026-04-04 20:55:00,6826.36
422,50522,2026-01-31 18:38:00,20738.67
423,50527,2026-02-28 09:13:00,8373.99
426,50529,2026-03-25 14:16:00,-135.75
425,50529,2026-03-27 20:22:00,1613.48
424,50529,2026-03-31 19:57:00,3818.79
427,50536,2026-03-19 18:21:00,0.0
428,50537,2026-03-09 13:36:00,13435.27
429,50538,2026-02-13 17:04:00,5732.85
430,50538,2026-02-18 11:12:00,4785.25
431,50545,2026-01-20 17:38:00,13166.44
432,50546,2026-01-04 15:29:00,18848.21
433,50552,2026-02-27 18:00:00,4811.48
434,50554,2026-01-16 09:06:00,5121.68
435,50555,2026-02-08 08:24:00,20194.17
436,50555,2026-02-11 12:18:00,0.0
437,50556,2026-03-08 17:26:00,-1075.05
438,50557,2026-03-18 16:44:00,4638.83
439,50558,2026-02-01 19:08:00,2136.91
440,50558,2026-02-05 12:53:00,2935.33
441,50559,2026-02-05 20:55:00,0.0
442,50564,2026-02-03 09:46:00,5830.96
444,50571,2026-02-26 14:28:00,0.0
443,50571,2026-03-04 09:09:00,15237.04
445,50573,2026-01-10 14:29:00,8945.31
446,50574,2026-01-06 14:45:00,5222.61
447,50575,2026-04-02 18:03:00,5655.97
448,50576,2026-02-16 11:32:00,8840.04
450,50576,2026-02-16 14:03:00,-790.45
449,50576,2026-02-21 17:16:00,11385.24
451,50579,2026-02-27 13:54:00,11043.06
452,50581,2026-01-28 16:28:00,15206.95
454,50582,2026-02-28 15:40:00,5400.13
455,50582,2026-03-07 18:01:00,0.0
453,50582,2026-03-09 13:03:00,3266.9
456,50584,2026-03-29 13:20:00,8672.09
457,50585,2026-02-28 19:12:00,7791.36
458,50587,2026-01-15 12:29:00,8697.03
459,50588,2026-01-17 13:16:00,3963.86
460,50588,2026-01-23 09:40:00,-1417.24
461,50589,2026-03-20 11:56:00,5521.98
464,50590,2026-01-17 13:26:00,2974.35
462,50590,2026-01-22 17:26:00,6966.17
463,50590,2026-02-01 18:30:00,4704.33
465,50592,2026-02-22 08:28:00,16517.16
466,50592,2026-02-24 16:21:00,0.0
467,50596,2026-01-28 11:24:00,3770.91
468,50596,2026-02-08 16:24:00,7507.79
469,50599,2026-01-12 09:17:00,20221.95
470,50599,2026-01-28 16:48:00,23959.39
471,50608,2026-04-05 14:03:00,8075.35
472,50609,2026-03-09 20:27:00,6666.02
473,50611,2026-03-20 09:15:00,30005.15
474,50612,2026-02-02 08:40:00,-296.14
475,50618,2026-01-30 18:00:00,6478.32
476,50619,2026-04-10 17:33:00,2873.0
477,50619,2026-04-10 17:47:00,0.0
478,50623,2026-01-20 11:31:00,0.0
479,50625,2026-01-19 18:32:00,17339.11
480,50625,2026-01-20 10:56:00,0.0
481,50626,2026-02-15 14:31:00,1032.13
482,50627,2026-02-23 14:06:00,5039.3
483,50628,2026-03-16 15:32:00,9909.6
484,50630,2026-03-15 10:21:00,7871.76
486,50632,2026-02-17 13:25:00,11787.24
488,50632,2026-02-18 15:00:00,996.7
485,50632,2026-03-02 09:51:00,996.7
487,50632,2026-03-03 20:54:00,4434.54
489,50634,2026-03-10 16:51:00,2398.52
490,50634,2026-03-12 19:30:00,4110.69
491,50635,2026-03-30 09:59:00,15298.03
494,50635,2026-03-31 08:36:00,0.0
493,50635,2026-04-02 15:48:00,10174.27
492,50635,2026-04-06 16:16:00,9432.55
495,50638,2026-03-19 13:45:00,0.0
500,50642,2026-01-29 11:08:00,12523.6
497,50642,2026-01-30 11:45:00,12822.37
496,50642,2026-01-30 13:55:00,6678.6
498,50642,2026-02-06 10:54:00,13016.81
499,50642,2026-02-06 12:56:00,17321.02
501,50644,2026-01-09 17:26:00,0.0
502,50645,2026-01-15 16:31:00,9691.72
503,50646,2026-01-25 17:16:00,6424.28
504,50647,2026-01-10 08:02:00,6654.62
506,50648,2026-01-30 18:36:00,4398.54
505,50648,2026-02-12 16:31:00,3271.47
507,50650,2026-04-13 14:29:00,4528.84
508,50651,2026-01-16 13:01:00,30280.95
509,50656,2026-02-15 16:25:00,3865.09
510,50658,2026-04-04 16:23:00,4134.24
511,50658,2026-04-05 12:38:00,3152.79
512,50661,2026-02-10 19:09:00,7964.92
513,50663,2026-01-18 13:12:00,8311.52
514,50666,2026-02-27 11:08:00,6134.79
516,50668,2026-01-19 09:40:00,6124.47
515,50668,2026-01-31 08:47:00,9627.15
517,50669,2026-01-31 18:33:00,1797.07
519,50673,2026-02-08 18:09:00,0.0
518,50673,2026-02-14 11:20:00,11951.79
520,50675,2026-03-15 13:55:00,2219.53
522,50678,2026-03-02 14:46:00,-438.49
521,50678,2026-03-08 13:06:00,8249.06
523,50679,2026-03-28 16:11:00,-798.08
524,50683,2026-02-28 10:45:00,7309.85
525,50685,2026-03-26 10:18:00,61196.06
526,50685,2026-04-02 14:42:00,42659.64
527,50689,2026-02-28 08:16:00,1751.4
529,50690,2026-02-21 13:50:00,11200.82
528,50690,2026-02-24 10:18:00,11193.24
530,50691,2026-03-20 13:59:00,10849.48
531,50692,2026-03-23 09:07:00,103590.11
532,50693,2026-03-21 18:49:00,-279.21
533,50694,2026-02-26 08:49:00,8915.38
535,50697,2026-01-16 15:02:00,-1412.84
534,50697,2026-01-24 14:14:00,5537.36
537,50700,2026-02-16 13:38:00,8820.01
538,50700,2026-02-16 14:55:00,0.0
536,50700,2026-02-19 09:13:00,14482.43
539,50701,2026-01-20 17:31:00,7614.16
540,50701,2026-01-28 11:02:00,2434.21
541,50701,2026-02-08 13:56:00,15320.39
542,50704,2026-03-03 13:11:00,2892.99
543,50705,2026-04-10 15:47:00,11534.68
544,50706,2026-03-20 17:32:00,16561.9
546,50710,2026-03-29 08:06:00,17738.56
547,50710,2026-03-30 10:51:00,0.0
545,50710,2026-04-13 20:26:00,15608.82
548,50712,2026-01-23 17:22:00,12413.18
549,50714,2026-04-01 15:39:00,6546.49
550,50714,2026-04-15 15:58:00,2923.75
551,50716,2026-03-13 12:45:00,-1061.32
552,50717,2026-02-04 13:51:00,9375.92
554,50720,2026-02-05 20:41:00,8648.89
553,50720,2026-02-08 16:30:00,7674.37
555,50723,2026-03-31 08:41:00,-1242.82
556,50725,2026-01-17 08:53:00,4870.35
557,50725,2026-01-21 09:04:00,-1081.56
559,50728,2026-03-02 20:56:00,6734.38
558,50728,2026-03-03 10:02:00,12803.92
560,50732,2026-03-11 19:44:00,7422.69
561,50734,2026-01-19 16:03:00,6697.14
563,50735,2026-01-08 13:32:00,3648.12
562,50735,2026-01-15 19:28:00,13748.01
565,50737,2026-04-05 11:58:00,8007.37
564,50737,2026-04-17 08:01:00,2829.32
566,50738,2026-03-31 09:49:00,0.0
567,50739,2026-02-13 11:48:00,7489.39
568,50744,2026-01-28 18:33:00,4510.32
569,50744,2026-02-08 18:06:00,7718.24
570,50749,2026-01-23 17:16:00,2861.25
571,50752,2026-02-14 19:40:00,0.0
572,50753,2026-03-01 10:52:00,4020.08
574,50753,2026-03-01 18:12:00,2916.18
573,50753,2026-03-16 14:36:00,5157.29
575,50755,2026-03-17 12:09:00,0.0
577,50756,2026-04-03 19:02:00,3813.23
576,50756,2026-04-11 14:57:00,3574.43
578,50758,2026-03-18 20:51:00,23305.5
579,50759,2026-01-06 11:20:00,1980.81
580,50759,2026-01-20 16:16:00,3872.99
583,50760,2026-01-14 12:03:00,8991.28
582,50760,2026-01-19 13:07:00,5309.0
581,50760,2026-01-21 14:09:00,19386.37
584,50764,2026-01-23 17:13:00,4491.67
586,50764,2026-01-24 20:15:00,10396.34
587,50764,2026-02-01 11:08:00,-621.07
585,50764,2026-02-01 12:22:00,9678.85
588,50766,2026-03-01 15:03:00,-1083.91
589,50771,2026-01-26 13:15:00,6915.26
591,50773,2026-03-18 15:26:00,10972.43
590,50773,2026-03-18 20:10:00,14421.03
592,50773,2026-03-19 15:34:00,-1328.57
594,50775,2026-02-25 19:50:00,-1029.68
593,50775,2026-03-01 10:20:00,3508.38
595,50776,2026-04-02 17:28:00,4128.07
596,50777,2026-02-11 13:47:00,6351.2
597,50780,2026-02-19 08:11:00,-1120.92
598,50781,2026-02-02 18:19:00,6471.71
600,50781,2026-02-05 10:00:00,9031.91
599,50781,2026-02-05 18:38:00,5298.32
601,50783,2026-01-16 18:49:00,8908.46
602,50786,2026-01-23 08:56:00,6775.54
603,50787,2026-02-24 13:01:00,-288.14
604,50791,2026-01-16 13:32:00,11790.69
605,50791,2026-01-17 12:35:00,10357.8
606,50792,2026-04-03 17:49:00,-218.68
607,50797,2026-02-17 17:21:00,21883.6
608,50797,2026-02-21 16:02:00,13179.7
